host_since,host_response_time,host_response_rate percentage,host_is_superhost,host_total_listings_count,Number of Verication ways,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,Number of amenities,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,calendar_updated_Daysago,number_of_reviews,lates_review within a month?,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,average_price
2015,within a day,100,f,4,4,t,t,Roslindale,2131,House,Private room,1,1,1,1,Real Bed,15,204.28,20,1,10,5,150,4,f,100,10,10,10,10,9,10,f,strict_14_with_grace_period,f,f,4,0,4,0,0.08,59
2015,Not Sure,96.40529571,f,1,4,t,t,North End,2109,Apartment,Entire home/apt,3,1,1,1,Real Bed,21,204.28,85,2,50,2,1350,10,f,95,10,9,10,10,10,10,f,strict_14_with_grace_period,f,f,1,1,0,0,0.2,248.58
2013,Not Sure,96.40529571,f,1,4,t,t,Dorchester,2124,House,Entire home/apt,4,2,2,2,Real Bed,14,200,72.07,4,50,2,1050,2,f,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1,1,0,0,0.04,120
2015,Not Sure,96.40529571,f,2,8,t,f,South End,2118,Loft,Entire home/apt,2,1,1,1,Real Bed,16,204.28,72.07,1,0,1,600,1,f,100,10,10,10,10,10,10,f,flexible,f,f,1,1,0,0,0.02,100
2013,Not Sure,96.40529571,f,1,6,t,t,North End,2113,Apartment,Private room,2,1,1,1,Real Bed,12,204.28,72.07,1,0,3,1350,1,f,100,10,10,10,10,10,10,f,flexible,f,f,1,0,1,0,0.02,130
2013,within a few hours,100,f,1,6,t,t,Brighton,2135,Apartment,Private room,2,1,1,1,Real Bed,31,0,72.07,2,10,1,28,43,f,93,10,10,10,10,9,9,t,moderate,f,f,1,0,1,0,0.61,95.07
2012,Not Sure,96.40529571,f,1,5,t,t,North End,2109,Apartment,Private room,2,1,1,1,Real Bed,15,204.28,72.07,2,15,2,870,2,f,100,10,10,10,10,10,10,f,moderate,f,f,1,0,1,0,0.05,103
2013,Not Sure,96.40529571,f,1,3,t,f,Jamaica Plain,2130,Apartment,Entire home/apt,4,1,2,2,Real Bed,13,204.28,72.07,4,15,1,900,22,f,94,10,9,10,10,9,9,f,flexible,f,f,1,1,0,0,0.4,160
2013,Not Sure,96.40529571,f,1,5,t,t,Mission Hill,2115,Apartment,Entire home/apt,4,1,1,2,Real Bed,19,250,30,1,0,5,1320,6,f,90,10,10,9,10,9,10,f,strict_14_with_grace_period,f,f,1,1,0,0,0.13,109
2014,Not Sure,96.40529571,f,1,4,t,t,North End,2113,Apartment,Entire home/apt,6,1,3,3,Real Bed,13,204.28,72.07,3,25,2,1080,3,f,93,9,9,9,10,10,10,f,flexible,f,f,1,1,0,0,0.07,175
2015,Not Sure,96.40529571,f,1,3,t,f,Allston,2134,Apartment,Entire home/apt,2,1,1,1,Real Bed,18,204.28,72.07,1,0,2,1080,1,f,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1,1,0,0,0.02,150
2015,within a few hours,99,f,778,6,t,f,Fenway,2215,Apartment,Entire home/apt,5,2,2,2,Real Bed,23,204.28,100,1,0,3,0,1,f,60,8,6,6,8,10,6,f,strict_14_with_grace_period,f,f,134,134,0,0,0.02,379.82
2015,Not Sure,96.40529571,f,1,5,t,t,East Boston,,Apartment,Entire home/apt,2,1,1,1,Real Bed,12,204.28,10,1,0,5,1260,2,f,90,10,10,10,9,10,9,f,flexible,f,f,1,1,0,0,0.05,70
2015,Not Sure,96.40529571,f,1,4,t,t,South End,2116,Apartment,Shared room,2,1.5,1,1,Real Bed,17,204.28,72.07,2,50,1,1290,2,f,100,10,10,10,10,10,10,f,flexible,f,f,1,0,0,1,0.05,77
2015,Not Sure,96.40529571,f,1,6,t,t,Downtown,2108,Apartment,Entire home/apt,2,1,1,1,Real Bed,11,204.28,72.07,2,100,2,120,20,f,87,9,10,9,10,10,9,f,moderate,f,f,1,1,0,0,0.4,285
2010,Not Sure,96.40529571,f,2,4,t,f,Fenway,2215,Apartment,Entire home/apt,4,1,1,2,Real Bed,18,204.28,72.07,1,0,1,1230,6,f,87,9,8,10,10,9,9,f,flexible,f,f,2,1,1,0,0.14,100
2015,within a few hours,99,f,778,6,t,f,Chinatown,2116,Apartment,Entire home/apt,3,1,1,2,Real Bed,37,204.28,100,1,0,3,0,1,f,80,8,8,8,8,8,8,f,strict_14_with_grace_period,f,f,134,134,0,0,0.02,469.85
2015,Not Sure,96.40529571,f,1,4,t,t,North End,2113,Apartment,Entire home/apt,4,1,2,2,Real Bed,13,204.28,15,1,0,30,1110,1,f,80,10,6,6,10,10,10,f,flexible,f,f,1,1,0,0,0.02,125
2013,Not Sure,96.40529571,f,1,4,t,t,Back Bay,2115,Apartment,Entire home/apt,2,1,1,1,Real Bed,19,500,115,3,25,30,600,9,f,97,10,9,10,10,10,9,f,strict_14_with_grace_period,f,f,1,1,0,0,0.13,285
2015,Not Sure,96.40529571,f,2,4,t,t,Jamaica Plain,2130,Condominium,Entire home/apt,2,1,1,1,Real Bed,13,204.28,72.07,1,0,7,870,1,f,100,10,10,10,10,10,10,f,flexible,f,f,1,1,0,0,0.02,100
2015,Not Sure,96.40529571,f,1,6,t,t,South End,2118,Apartment,Entire home/apt,7,2,2,5,Real Bed,14,204.28,50,1,0,1,1230,1,f,93.03,9.58,9.43,9.73,9.67,9.58,9.26,f,strict_14_with_grace_period,f,f,1,1,0,0,0.02,200
2013,Not Sure,96.40529571,f,2,5,t,t,Allston,2215,Apartment,Private room,2,1,1,1,Real Bed,17,204.28,72.07,1,0,3,1230,1,f,100,10,10,10,10,10,10,f,flexible,f,f,2,1,1,0,0.02,50
2015,Not Sure,96.40529571,f,1,2,t,f,Fenway,2215,Apartment,Entire home/apt,2,1,0,1,Real Bed,11,204.28,72.07,1,0,1,1230,2,f,90,10,10,10,10,10,9,f,flexible,f,f,1,1,0,0,0.05,110
2015,Not Sure,96.40529571,f,1,5,t,t,Downtown,,Apartment,Private room,2,1,1,1,Real Bed,18,200,25,2,40,1,1140,1,f,93.03,9.58,9.43,9.73,9.67,9.58,9.26,f,flexible,f,f,1,0,1,0,0.02,105.67
2015,Not Sure,96.40529571,f,1,3,t,f,Fenway,2215,Apartment,Private room,2,1,1,1,Real Bed,10,204.28,72.07,1,0,2,1200,1,f,93.03,9.58,9.43,9.73,9.67,9.58,9.26,t,flexible,f,f,1,0,1,0,0.02,90
2015,Not Sure,96.40529571,f,1,5,t,t,Mission Hill,2120,Apartment,Entire home/apt,2,1,0,1,Real Bed,12,204.28,72.07,1,0,14,1050,3,f,100,10,8,10,10,10,10,f,flexible,f,f,1,1,0,0,0.07,106.55
2015,Not Sure,96.40529571,f,1,8,t,f,East Boston,2128,House,Entire home/apt,6,2,3,3,Real Bed,18,500,100,6,50,3,990,1,f,100,10,8,10,10,10,10,f,moderate,f,f,1,1,0,0,0.02,329.18
2014,Not Sure,96.40529571,f,1,6,t,f,Fenway,2215,Apartment,Private room,2,1,1,2,Real Bed,16,204.28,24,4,7,14,1110,2,f,100,10,8,10,10,10,10,f,strict_14_with_grace_period,f,f,1,0,1,0,0.05,298
2014,Not Sure,96.40529571,f,1,4,t,t,East Boston,2128,Apartment,Private room,4,1,1,4,Real Bed,16,204.28,72.07,1,0,3,1200,1,f,100,10,10,10,10,10,10,t,flexible,f,f,1,0,1,0,0.02,70
2010,Not Sure,96.40529571,f,2,4,t,f,Fenway,2215,Apartment,Private room,2,1,1,1,Real Bed,19,204.28,72.07,1,0,1,1200,3,f,100,10,10,10,10,10,10,f,flexible,f,f,2,1,1,0,0.07,50
2011,Not Sure,96.40529571,f,1,10,t,t,Downtown,2109,Apartment,Private room,4,1,1,1,Real Bed,24,204.28,72.07,1,0,1,1200,3,f,100,10,10,10,10,10,10,f,flexible,f,f,1,0,1,0,0.07,135
2015,Not Sure,96.40529571,f,1,1,t,f,South End,2118,Apartment,Entire home/apt,4,2,2,2,Real Bed,21,204.28,72.07,1,0,2,1350,2,f,93.03,9.58,9.43,9.73,9.67,9.58,9.26,f,flexible,f,f,1,1,0,0,0.04,250
2015,Not Sure,96.40529571,f,1,5,t,t,Brighton,2135,House,Private room,2,1,1,1,Real Bed,11,169,17,1,0,1,600,1,f,80,8,8,8,8,8,8,f,flexible,f,f,1,0,1,0,0.03,45
2014,Not Sure,96.40529571,f,1,4,t,t,Fenway,2215,Apartment,Entire home/apt,5,2,2,2,Real Bed,18,204.28,72.07,1,0,1,360,13,f,95,10,9,10,10,10,10,f,flexible,f,f,1,1,0,0,0.22,500
2015,Not Sure,96.40529571,f,1,5,t,t,West End,2114,Apartment,Private room,1,1,1,1,Real Bed,18,300,50,1,0,2,1170,1,f,100,10,8,10,10,10,10,f,strict_14_with_grace_period,f,f,1,0,1,0,0.03,60
2013,Not Sure,96.40529571,f,1,4,t,t,South End,2118,Apartment,Entire home/apt,4,2,2,2,Real Bed,18,150,35,2,30,2,1200,3,f,93,10,10,10,10,10,10,f,moderate,f,f,1,1,0,0,0.08,185
2012,Not Sure,96.40529571,f,1,5,t,f,South End,2118,Apartment,Private room,2,1,1,1,Real Bed,15,220,40,1,0,2,1170,7,f,97,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,1,0,1,0,0.16,173.44
2015,Not Sure,96.40529571,f,1,7,t,f,North End,2113,Apartment,Entire home/apt,2,1,1,1,Real Bed,12,204.28,25,1,0,1,1170,6,f,100,10,10,10,10,10,10,t,flexible,f,f,1,1,0,0,0.15,145
2012,Not Sure,96.40529571,f,2,4,t,t,Jamaica Plain,2130,Apartment,Entire home/apt,4,1,2,2,Real Bed,13,204.28,72.07,1,0,1,1110,1,f,80,10,8,10,10,8,8,f,flexible,f,f,2,1,1,0,0.03,150
2016,Not Sure,96.40529571,f,1,3,t,f,South Boston Waterfront,2127,Condominium,Entire home/apt,2,1,1,2,Real Bed,27,204.28,72.07,1,0,1,1260,1,f,100,10,10,10,10,10,10,f,flexible,f,f,1,1,0,0,0.03,200
2014,Not Sure,96.40529571,f,1,5,t,t,Back Bay,2116,Apartment,Entire home/apt,2,1,0,1,Real Bed,10,204.28,50,1,10,2,960,8,f,90,9,9,9,9,10,9,f,strict_14_with_grace_period,f,f,1,1,0,0,0.15,150
2012,Not Sure,96.40529571,f,1,5,t,t,Mission Hill,2130,Apartment,Private room,3,1.5,1,1,Real Bed,17,200,60,2,30,1,300,24,f,93,9,9,10,10,9,9,f,moderate,f,f,1,0,1,0,0.43,104.99
2015,within an hour,100,f,1,5,t,t,Chinatown,2111,Apartment,Entire home/apt,4,1,2,2,Real Bed,16,100,50,4,25,3,14,7,f,94,9,9,10,10,9,9,f,moderate,f,f,1,1,0,0,0.16,264.25
2013,Not Sure,96.40529571,f,1,4,t,t,Fenway,2215,Apartment,Entire home/apt,2,1,1,1,Real Bed,12,204.28,72.07,1,0,1,1110,5,f,92,9,7,10,10,10,9,f,flexible,f,f,1,1,0,0,0.11,150
2013,Not Sure,96.40529571,f,1,5,t,t,Allston,2134,House,Entire home/apt,3,1,1,2,Real Bed,11,204.28,72.07,1,0,1,1170,1,f,80,10,8,10,10,10,8,f,flexible,f,f,1,1,0,0,0.03,65
2015,Not Sure,96.40529571,f,1,5,t,t,South Boston,2127,House,Entire home/apt,5,2,2,3,Real Bed,12,204.28,72.07,1,0,1,1260,1,f,100,10,8,10,10,10,10,f,flexible,f,f,1,1,0,0,0.03,350
2015,within a few hours,99,f,778,6,t,f,Fenway,2215,Apartment,Entire home/apt,3,1,1,2,Real Bed,34,204.28,100,1,0,3,0,1,f,80,8,8,8,10,10,10,f,strict_14_with_grace_period,f,f,134,134,0,0,0.03,481.63
2014,Not Sure,96.40529571,f,1,5,t,t,Back Bay,2116,Apartment,Entire home/apt,3,1,0,1,Real Bed,15,204.28,72.07,1,0,2,1170,2,f,100,10,8,10,10,10,10,f,moderate,f,f,1,1,0,0,0.05,110
2013,Not Sure,96.40529571,f,1,8,t,t,Brighton,2135,Apartment,Entire home/apt,2,1,1,2,Real Bed,12,204.28,60,1,0,1,1140,1,f,100,10,10,10,10,10,10,f,flexible,f,f,1,1,0,0,0.03,100.44
2009,within a few hours,96,f,16,8,t,f,North End,2109,Condominium,Entire home/apt,2,1,0,1,Real Bed,15,500,145,1,0,30,2,2,f,93.03,9.58,9.43,9.73,9.67,9.58,9.26,f,strict_14_with_grace_period,f,f,10,10,0,0,0.05,125
2015,Not Sure,96.40529571,f,1,4,t,t,Fenway,2115,Apartment,Private room,2,1.5,1,1,Real Bed,17,100,72.07,2,0,1,1110,1,f,100,10,10,10,10,10,8,f,moderate,f,f,1,0,1,0,0.03,106.38
2016,Not Sure,96.40529571,f,1,3,t,f,Mission Hill,2120,Apartment,Private room,1,1,1,1,Real Bed,17,204.28,72.07,1,0,1,1080,2,f,100,10,10,10,10,9,9,f,flexible,f,f,1,0,1,0,0.05,62.84
2015,within an hour,100,t,13,7,t,t,Brighton,2135,Apartment,Entire home/apt,10,1,3,7,Real Bed,28,600,200,3,35,3,0,2,f,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,13,13,0,0,0.05,576.41
2014,Not Sure,96.40529571,f,2,6,t,t,Beacon Hill,2114,Apartment,Private room,3,1,1,2,Real Bed,15,100,72.07,1,20,4,540,35,f,93,10,9,10,10,10,10,f,moderate,f,f,2,0,2,0,0.65,85.7
2014,Not Sure,96.40529571,f,1,4,t,t,Back Bay,2116,Apartment,Entire home/apt,5,2,3,3,Real Bed,23,300,72.07,1,0,5,1170,1,f,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1,1,0,0,0.03,450
2012,Not Sure,96.40529571,f,1,4,t,t,Jamaica Plain,2130,Apartment,Private room,2,1.5,1,1,Real Bed,10,150,25,2,50,3,1170,9,f,98,10,10,10,10,10,10,f,moderate,f,f,1,0,1,0,0.14,67.13
2011,Not Sure,96.40529571,f,1,3,t,f,South Boston,2127,Apartment,Entire home/apt,1,1,1,1,Real Bed,16,204.28,72.07,1,0,2,1140,1,f,100,10,10,10,10,10,10,f,flexible,f,f,1,1,0,0,0.03,134
2014,Not Sure,96.40529571,f,1,4,t,t,South End,2118,Apartment,Entire home/apt,4,1,2,2,Real Bed,16,204.28,100,1,0,2,1140,1,f,100,10,10,10,10,10,10,f,moderate,f,f,1,1,0,0,0.03,300
2012,Not Sure,96.40529571,f,1,8,t,t,Dorchester,2125,Apartment,Entire home/apt,4,1,2,2,Real Bed,16,204.28,25,1,0,2,1170,3,f,87,9,9,10,10,7,9,f,flexible,f,f,1,1,0,0,0.08,175
2013,Not Sure,96.40529571,f,2,5,t,t,Brighton,2135,House,Private room,2,1.5,1,1,Real Bed,0,204.28,72.07,1,0,1,1140,1,f,80,8,6,10,10,10,8,t,flexible,f,f,2,0,2,0,0.03,75
2016,Not Sure,96.40529571,f,1,3,t,f,South Boston,2127,Condominium,Private room,2,1,1,1,Real Bed,26,204.28,72.07,1,0,1,870,3,f,100,10,10,10,10,10,10,f,flexible,f,f,1,0,1,0,0.08,125
2013,Not Sure,96.40529571,f,1,4,t,t,Jamaica Plain,2130,Apartment,Private room,3,1,1,2,Real Bed,17,204.28,25,1,0,1,1110,4,f,100,10,10,10,10,9,9,f,moderate,f,f,1,0,1,0,0.1,67
2015,Not Sure,96.40529571,f,1,3,t,f,Allston,2134,Apartment,Private room,1,1,1,1,Real Bed,18,204.28,72.07,1,0,1,1140,1,f,100,10,10,10,10,10,10,f,flexible,f,f,1,0,1,0,0.03,90
2013,within a few hours,98,f,441,6,t,t,West End,2114,Apartment,Entire home/apt,5,2,2,3,Real Bed,23,204.28,100,1,0,10,0,1,f,100,8,10,10,8,10,10,f,moderate,f,t,116,116,0,0,0.03,289
2010,Not Sure,96.40529571,f,1,9,t,f,Back Bay,2116,Apartment,Entire home/apt,2,1,1,1,Real Bed,11,204.28,72.07,1,0,2,780,4,f,95,10,9,9,10,10,10,f,flexible,f,f,1,1,0,0,0.09,156.18
2015,Not Sure,96.40529571,f,1,3,t,f,Fenway,2115,Apartment,Private room,1,0.5,1,1,Real Bed,21,204.28,72.07,1,0,1,1140,2,f,80,10,8,10,10,10,10,f,flexible,f,f,1,0,1,0,0.05,54.29
2013,Not Sure,96.40529571,f,1,5,t,t,Allston,2134,Townhouse,Private room,2,1,2,2,Real Bed,23,204.28,72.07,1,0,3,810,3,f,73,5,9,7,9,9,7,f,moderate,f,f,1,0,1,0,0.06,230
2015,Not Sure,96.40529571,f,1,4,t,f,South End,2118,Condominium,Entire home/apt,2,1,1,1,Real Bed,16,204.28,60,1,20,2,900,10,f,100,10,10,10,10,10,9,f,moderate,f,f,1,1,0,0,0.23,159
2013,Not Sure,96.40529571,f,1,4,t,t,Fenway,2215,Apartment,Entire home/apt,3,1,1,1,Real Bed,19,150,10,1,0,2,270,1,f,93.03,9.58,9.43,9.73,9.67,9.58,9.26,f,strict_14_with_grace_period,f,f,1,1,0,0,0.03,100
2016,Not Sure,96.40529571,f,1,7,t,t,Dorchester,2125,Apartment,Private room,1,1,1,1,Real Bed,13,204.28,18,1,0,2,1140,5,f,90,10,9,10,10,9,10,f,strict_14_with_grace_period,f,f,1,0,1,0,0.13,57.04
2016,Not Sure,96.40529571,f,1,4,t,t,Brighton,2135,Apartment,Entire home/apt,4,1,2,2,Real Bed,20,200,35,1,0,3,1080,2,f,100,10,10,10,10,10,10,t,moderate,f,f,1,1,0,0,0.05,225
2013,Not Sure,96.40529571,f,1,5,t,t,Fenway,2115,Apartment,Private room,1,1.5,1,1,Real Bed,13,204.28,72.07,1,0,14,1110,2,f,100,8,10,10,10,10,10,f,moderate,f,f,1,0,1,0,0.05,57
2016,Not Sure,96.40529571,f,1,5,t,t,North End,2109,Apartment,Entire home/apt,2,1,0,1,Real Bed,15,150,40,1,0,3,480,1,f,100,10,10,10,10,10,10,f,moderate,f,f,1,1,0,0,0.03,192.33
2012,Not Sure,96.40529571,f,2,4,t,t,Jamaica Plain,2130,Apartment,Private room,2,1,1,1,Real Bed,11,204.28,72.07,1,0,1,1080,1,f,100,10,10,10,10,10,10,f,flexible,f,f,2,1,1,0,0.03,100
2012,Not Sure,96.40529571,f,1,5,t,t,Jamaica Plain,2130,House,Private room,2,1,1,1,Real Bed,20,100,50,2,25,2,420,16,f,99,10,10,10,10,10,10,f,strict_14_with_grace_period,t,t,1,0,1,0,0.23,172.93
2015,Not Sure,96.40529571,f,1,5,t,t,Jamaica Plain,2130,Condominium,Private room,2,2,1,1,Real Bed,16,204.28,72.07,1,0,1,1110,10,f,74,9,8,9,8,8,9,f,flexible,f,f,1,0,1,0,0.26,70
2013,within a few hours,98,f,441,6,t,t,Chinatown,2111,Other,Entire home/apt,3,1,1,2,Real Bed,31,204.28,100,1,0,10,0,1,f,100,10,10,10,10,8,8,f,moderate,f,t,116,116,0,0,0.03,332.48
2009,within a few hours,100,f,2,3,t,f,Roslindale,2131,Apartment,Private room,1,1,1,1,Real Bed,7,204.28,72.07,1,0,90,21,4,f,95,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,2,0,2,0,0.05,25
2015,Not Sure,96.40529571,f,1,6,t,t,Jamaica Plain,2130,Apartment,Private room,2,2,1,1,Real Bed,16,100,15,1,0,1,1110,1,f,93.03,9.58,9.43,9.73,9.67,9.58,9.26,f,flexible,f,f,1,0,1,0,0.03,95
2014,Not Sure,96.40529571,f,1,3,t,f,Mission Hill,2120,Loft,Private room,3,1,1,2,Real Bed,12,204.28,72.07,1,0,1,1110,3,f,87,9,9,10,9,9,9,f,flexible,f,f,1,0,1,0,0.08,102.99
2015,within an hour,100,f,23,9,t,f,Mission Hill,2120,Apartment,Private room,1,1,1,1,Real Bed,16,100,30,1,0,15,0,3,f,67,7,5,7,7,6,7,t,strict_14_with_grace_period,f,f,19,1,18,0,0.08,48.52
2013,Not Sure,96.40529571,f,2,8,t,t,Jamaica Plain,2130,Apartment,Entire home/apt,2,1,1,1,Real Bed,19,300,70,1,50,1,1110,1,f,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,2,1,1,0,0.03,109.37
2015,Not Sure,96.40529571,f,1,5,t,t,Allston,2134,Apartment,Private room,2,1,1,1,Real Bed,13,100,6,1,0,2,1110,2,f,100,9,8,10,10,9,10,t,flexible,f,f,1,0,1,0,0.05,49.12
2015,Not Sure,96.40529571,f,1,5,t,t,Beacon Hill,2114,Apartment,Entire home/apt,4,1,1,1,Real Bed,21,204.28,72.07,3,50,2,1050,3,f,93,9,9,10,10,10,10,f,strict_14_with_grace_period,f,f,1,1,0,0,0.08,299
2014,within an hour,100,f,1,5,t,t,Back Bay,2116,House,Entire home/apt,6,2.5,3,2,Real Bed,43,1000,210,1,0,14,150,15,f,100,10,10,10,10,10,10,f,moderate,f,f,1,1,0,0,0.3,621.22
2011,Not Sure,96.40529571,f,1,5,t,t,Jamaica Plain,2119,House,Entire home/apt,10,2.5,5,5,Real Bed,18,500,125,4,25,5,840,3,f,87,9,9,9,10,7,9,f,strict_14_with_grace_period,f,f,1,1,0,0,0.06,228.07
2015,Not Sure,96.40529571,f,1,4,t,t,Roxbury,2119,Townhouse,Entire home/apt,7,1.5,3,4,Real Bed,21,300,15,1,0,1,1080,9,f,93,10,10,10,9,8,10,f,flexible,f,f,1,1,0,0,0.22,130
2014,Not Sure,96.40529571,f,2,5,t,t,Fenway,2215,Apartment,Entire home/apt,4,1,1,2,Real Bed,23,200,200,2,200,2,990,2,f,90,10,9,9,9,10,10,t,moderate,f,f,2,1,0,1,0.05,188
2014,Not Sure,96.40529571,f,1,6,t,f,Beacon Hill,2114,Apartment,Private room,1,1,1,1,Real Bed,12,95,10,1,0,1,1110,2,f,90,9,8,10,10,10,9,f,flexible,f,f,1,0,1,0,0.05,88.64
2015,Not Sure,96.40529571,f,1,3,t,f,Brighton,2135,Apartment,Entire home/apt,2,1,1,2,Real Bed,18,204.28,72.07,1,0,2,1020,6,f,97,10,10,10,10,10,9,f,flexible,f,f,1,1,0,0,0.16,100
2014,Not Sure,96.40529571,f,1,6,t,t,Back Bay,2115,Apartment,Entire home/apt,4,1,1,2,Real Bed,17,204.28,65,1,0,2,1080,27,f,89,9,8,9,9,10,9,f,strict_14_with_grace_period,f,f,1,1,0,0,0.45,248
2016,Not Sure,96.40529571,f,1,6,t,t,Back Bay,2116,Apartment,Entire home/apt,4,2,2,2,Real Bed,17,200,83,1,0,4,1080,12,f,98,10,9,10,10,10,10,f,moderate,f,f,1,1,0,0,0.31,281
2012,Not Sure,96.40529571,f,2,4,t,t,Back Bay,2115,Apartment,Entire home/apt,2,1,0,1,Real Bed,11,95,20,2,20,2,1110,3,f,87,9,8,10,10,10,9,f,strict_14_with_grace_period,f,f,1,1,0,0,0.08,142.11
2012,Not Sure,96.40529571,f,1,9,t,f,Fenway,2215,House,Entire home/apt,3,1,1,3,Real Bed,15,204.28,72.07,1,0,10,1140,1,f,100,10,10,10,10,10,10,f,flexible,f,f,1,1,0,0,0.03,190
2013,Not Sure,96.40529571,f,1,7,t,f,Back Bay,2115,Apartment,Private room,2,1,1,1,Real Bed,4,204.28,72.07,1,0,2,1110,1,f,100,10,10,10,10,10,10,f,flexible,f,f,1,0,1,0,0.03,120
2015,Not Sure,96.40529571,f,2,6,t,t,South Boston,,Condominium,Private room,2,1,1,1,Real Bed,17,204.28,30,1,0,1,840,1,f,80,10,10,10,10,10,8,f,flexible,f,f,2,1,1,0,0.03,144.72
2015,within an hour,100,f,2,3,t,f,Downtown,2114,Apartment,Entire home/apt,4,1,2,2,Real Bed,25,500,72.07,4,75,2,1110,11,f,97,10,10,9,10,10,10,f,moderate,f,f,1,1,0,0,0.28,257.12
2011,Not Sure,96.40529571,f,1,7,t,f,Jamaica Plain,2130,House,Entire home/apt,10,3.5,4,7,Real Bed,21,204.28,125,1,0,2,750,1,f,100,10,10,10,10,10,10,f,flexible,f,f,1,1,0,0,0.03,650
2016,Not Sure,96.40529571,f,2,3,t,f,Chinatown,2111,Apartment,Private room,2,1,1,1,Real Bed,11,204.28,5,1,0,1,990,2,f,80,10,10,8,6,10,10,f,flexible,f,f,2,0,2,0,0.05,90.86
2016,Not Sure,96.40529571,f,1,2,t,f,Brighton,2135,Apartment,Private room,1,1.5,1,1,Real Bed,12,204.28,72.07,1,0,20,1140,1,f,20,2,2,10,10,6,4,t,flexible,f,f,1,0,1,0,0.03,32.84
1905,Not Sure,96.40529571,,,1,,,Brighton,2135,Apartment,Shared room,2,2,1,1,Pull-out Sofa,9,95,10,1,0,1,1110,6,f,80,9,9,9,10,10,10,t,flexible,f,f,1,0,0,1,0.16,41.95
2014,Not Sure,96.40529571,f,1,5,t,t,Beacon Hill,2114,Apartment,Entire home/apt,2,1,1,1,Real Bed,11,204.28,72.07,2,100,1,1110,6,f,100,10,10,10,10,10,9,f,moderate,f,f,1,1,0,0,0.13,225
2016,Not Sure,96.40529571,f,1,6,t,t,Fenway,2215,House,Private room,4,2.5,1,4,Real Bed,20,150,10,1,0,2,1080,5,f,90,9,7,9,10,9,8,f,flexible,f,f,1,0,1,0,0.13,70.04
2014,Not Sure,96.40529571,f,1,6,t,t,Downtown,2108,Apartment,Entire home/apt,2,1,1,1,Real Bed,17,500,160,2,0,2,990,4,f,93,9,9,9,10,10,9,f,strict_14_with_grace_period,f,f,1,1,0,0,0.11,173.75
2016,Not Sure,96.40529571,f,1,3,t,f,South Boston,2127,House,Private room,2,1,1,1,Real Bed,15,204.28,5,1,0,2,840,11,f,98,10,10,10,10,9,10,f,moderate,f,f,1,0,1,0,0.29,65
2016,Not Sure,96.40529571,f,1,6,t,t,North End,2113,Apartment,Entire home/apt,2,1,1,1,Real Bed,12,204.28,100,1,0,2,1080,1,f,93.03,9.58,9.43,9.73,9.67,9.58,9.26,f,flexible,f,f,1,1,0,0,0.03,118
2015,Not Sure,96.40529571,f,1,4,t,t,Charlestown,2129,House,Private room,2,1,1,1,Futon,1,204.28,72.07,1,0,1,270,8,f,95,10,9,10,10,10,10,f,flexible,f,f,1,0,1,0,0.16,200
2014,Not Sure,96.40529571,f,1,5,t,t,Back Bay,2116,Apartment,Entire home/apt,5,1,1,2,Real Bed,22,204.28,72.07,1,0,5,1140,2,f,100,10,10,10,10,10,10,f,moderate,f,f,1,1,0,0,0.05,159
2013,Not Sure,96.40529571,f,1,5,t,t,Fenway,2115,Apartment,Entire home/apt,3,1,1,1,Real Bed,9,204.28,20,1,0,2,1140,4,f,90,9,8,10,10,10,9,f,strict_14_with_grace_period,f,f,1,1,0,0,0.08,190
2014,Not Sure,96.40529571,f,1,5,t,t,Fenway,2115,Apartment,Private room,1,1.5,1,1,Real Bed,12,300,72.07,1,0,14,1140,2,f,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1,0,1,0,0.05,56
2016,Not Sure,96.40529571,f,1,4,t,f,Fenway,2115,Apartment,Private room,1,1,1,1,Real Bed,10,204.28,72.07,1,0,10,1080,1,f,60,8,4,10,8,4,6,f,flexible,f,f,1,0,1,0,0.03,72.54
2016,Not Sure,96.40529571,f,1,6,t,t,Jamaica Plain,2130,Apartment,Private room,3,1,1,1,Real Bed,10,204.28,10,2,35,2,1080,5,f,88,9,7,10,10,9,10,t,strict_14_with_grace_period,f,f,1,0,1,0,0.14,30
