host_since,host_response_time,host_response_rate percentage,host_is_superhost,host_total_listings_count,Number of Verication ways,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,Number of amenities,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,calendar_updated_Daysago,number_of_reviews,lates_review within a month?,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,average_price
2015,within an hour,100,t,12,10,t,f,Allston,2134,Apartment,Entire home/apt,4,1,2,2,Real Bed,23,100,150,2,0,1,0,11,f,95,9,10,10,10,10,9,t,strict_14_with_grace_period,f,f,8,8,0,0,0.57,192.09
2018,within an hour,100,f,6,6,t,f,Dorchester,2122,Apartment,Private room,2,1,1,1,Real Bed,45,150,45,2,20,2,7,36,f,96,10,10,10,10,9,10,f,flexible,f,f,6,0,6,0,3.71,65.79
2016,within an hour,100,f,79,4,t,f,North End,2113,Apartment,Entire home/apt,6,2,3,4,Real Bed,29,0,120,1,0,3,0,14,f,91,9,9,9,9,10,9,t,strict_14_with_grace_period,f,f,45,45,0,0,3.28,432.99
2013,within an hour,100,t,7,6,t,t,South End,2118,Apartment,Entire home/apt,1,1,1,1,Real Bed,37,400,225,2,40,90,0,15,f,96,9,10,10,10,10,9,t,super_strict_60,f,t,7,7,0,0,0.34,183.99
2014,within a day,60,f,1,7,t,f,South End,2116,Apartment,Entire home/apt,3,1,1,2,Real Bed,11,0,60,1,0,3,28,128,f,93,10,9,10,10,10,9,f,moderate,f,f,1,1,0,0,2.1,295.86
2011,within an hour,100,f,3,8,t,t,Brighton,2135,Guest suite,Entire home/apt,4,1,1,2,Real Bed,44,200,100,2,25,1,14,104,f,90,10,9,10,10,10,9,t,moderate,f,f,3,3,0,0,1.48,122.91
2019,within an hour,100,f,5,6,t,f,Beacon Hill,2114,Townhouse,Private room,1,1,1,1,Real Bed,12,0,45,1,0,2,4,1,f,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,3,0,3,0,0.94,138.59
2014,within an hour,99,f,1070,6,t,f,Downtown,2110,Apartment,Entire home/apt,2,1,0,1,Real Bed,31,400,94,2,5,2,0,55,f,93,9,9,10,10,10,9,t,strict_14_with_grace_period,f,f,283,283,0,0,1.63,224.4
2014,within an hour,100,t,18,9,t,f,Dorchester,2122,House,Private room,4,2,1,2,Real Bed,55,150,45,2,20,2,1,10,f,92,10,10,10,10,9,9,t,moderate,f,f,18,4,14,0,0.55,50.01
2010,within an hour,95,f,4,5,t,t,South End,2116,House,Private room,2,1,1,1,Real Bed,13,0,24,1,15,2,14,170,f,90,9,8,10,10,10,9,t,moderate,f,f,5,0,5,0,1.97,153.17
2015,within an hour,100,t,6,4,t,t,South End,2118,Condominium,Private room,2,1.5,1,1,Real Bed,25,200,65,1,25,1,1,26,f,95,10,10,10,10,10,9,f,moderate,f,f,6,1,5,0,0.68,119.87
2016,within an hour,99,f,17,6,t,t,Downtown,2108,Hostel,Shared room,1,2,1,1,Real Bed,16,204.28,72.07,1,0,1,0,16,f,78,9,8,9,9,10,8,t,strict_14_with_grace_period,f,f,10,0,2,8,5.85,71.21
2018,within an hour,100,f,1,3,t,f,South End,2118,Apartment,Entire home/apt,2,1,1,1,Real Bed,17,0,75,1,0,2,60,5,f,100,10,10,10,10,10,10,t,moderate,f,f,1,1,0,0,2.54,252
2016,within an hour,100,f,19,6,t,t,South End,2118,Apartment,Entire home/apt,2,1,0,1,Real Bed,15,204.28,72.07,1,0,1,1,39,f,85,8,9,9,8,10,9,t,strict_14_with_grace_period,f,f,19,19,0,0,2.98,152.63
2015,within an hour,100,f,36,4,t,f,Beacon Hill,2108,Apartment,Entire home/apt,2,1,0,1,Real Bed,30,0,40,2,0,2,0,157,f,90,9,9,10,9,10,9,f,strict_14_with_grace_period,f,f,35,34,1,0,3.73,212.56
2014,within a few hours,100,t,2,3,t,f,Roxbury,2119,House,Private room,1,2,1,1,Futon,23,204.28,40,1,25,7,28,16,f,94,10,9,10,10,9,9,f,strict_14_with_grace_period,f,f,2,0,2,0,0.42,51.5
2016,within an hour,100,f,6,3,t,f,Roxbury,2119,House,Private room,1,2,1,1,Real Bed,21,0,15,1,50,1,1,70,f,94,10,10,10,10,9,9,t,strict_14_with_grace_period,f,f,6,0,6,0,2.7,80.04
2018,within an hour,94,t,2,7,t,f,Brighton,2135,Apartment,Private room,2,1,1,1,Real Bed,13,0,35,1,20,1,28,28,f,96,10,9,10,10,10,10,t,moderate,f,f,2,0,2,0,3.05,61.44
2019,within a day,90,f,2,2,t,f,Roxbury,2119,Apartment,Entire home/apt,4,1,0,2,Real Bed,18,0,30,2,20,2,0,4,f,95,10,10,10,10,10,9,f,moderate,f,f,2,2,0,0,1.02,141.85
2013,within an hour,100,f,9,6,t,f,Chinatown,2111,Condominium,Entire home/apt,8,1,3,4,Real Bed,15,100,80,4,25,2,5,76,f,86,8,8,10,10,9,9,t,strict_14_with_grace_period,f,f,9,9,0,0,2.26,213.53
2019,within an hour,100,f,5,2,t,f,East Boston,2128,Apartment,Shared room,1,1,1,1,Real Bed,25,100,15,1,0,1,0,4,f,85,10,8,10,10,9,8,t,moderate,f,f,5,0,4,1,2.79,57.85
2015,within an hour,100,f,2,3,t,f,Allston,2134,Apartment,Private room,2,1,1,1,Real Bed,34,204.28,10,1,20,1,60,35,f,95,10,10,10,9,10,10,t,moderate,f,f,2,0,2,0,1.6,81.85
2011,within an hour,100,t,1,5,t,t,Charlestown,2129,Apartment,Entire home/apt,6,1,2,3,Real Bed,43,204.28,150,4,25,6,0,106,f,96,10,10,10,10,10,10,t,flexible,f,f,1,1,0,0,1.1,157.39
2016,within an hour,90,t,2,5,t,f,Fenway,2215,Apartment,Entire home/apt,4,2,2,2,Real Bed,25,0,85,1,0,3,3,1,f,80,10,8,10,10,10,8,f,strict_14_with_grace_period,f,f,2,2,0,0,0.94,394.02
2014,within an hour,96,f,24,6,t,t,Downtown,2108,Serviced apartment,Private room,4,1,2,2,Real Bed,29,0,100,1,0,9,2,26,f,92,10,10,9,10,10,9,f,moderate,f,f,14,13,1,0,0.77,303.38
2018,within an hour,100,f,11,5,t,f,Roxbury,2119,House,Private room,2,1,1,1,Real Bed,29,200,45,1,25,2,60,7,f,89,10,9,10,10,9,8,f,moderate,f,f,3,0,3,0,0.66,100.31
2012,within a day,100,f,1,4,t,t,South Boston,2127,Townhouse,Private room,1,1,1,1,Real Bed,27,1000,175,1,25,1,35,7,f,100,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,1,0,1,0,0.19,190.42
2011,within an hour,99,f,8,6,t,f,East Boston,2128,House,Private room,2,1.5,1,1,Real Bed,25,204.28,72.07,1,0,1,1,452,f,86,9,8,9,9,9,8,t,strict_14_with_grace_period,f,f,7,0,7,0,6.03,115.3
2014,within an hour,90,t,1,8,t,f,Mission Hill,2130,Apartment,Entire home/apt,2,1,1,1,Real Bed,28,204.28,50,1,0,1,60,70,f,93,10,9,10,10,10,9,f,strict_14_with_grace_period,f,f,1,1,0,0,1.9,187.36
2014,within an hour,97,f,5,5,t,f,Downtown,2111,Apartment,Entire home/apt,6,2,2,4,Real Bed,35,200,125,6,0,1,21,189,f,88,10,9,10,10,10,9,t,strict_14_with_grace_period,f,f,6,6,0,0,3.42,318.69
2015,within an hour,100,t,1,5,t,f,South End,2116,Condominium,Entire home/apt,3,1,1,2,Real Bed,32,500,0,2,40,2,14,17,f,96,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,1,1,0,0,1.49,212.97
2017,within an hour,100,f,11,2,t,f,Chinatown,2111,House,Private room,1,1,1,1,Real Bed,13,100,50,1,25,1,0,10,f,82,8,8,8,9,9,8,f,strict_14_with_grace_period,f,f,11,0,9,2,1.14,91.92
2019,within a day,90,f,1,1,t,f,South End,2116,Apartment,Entire home/apt,1,1,0,1,Real Bed,11,204.28,30,1,60,1,0,6,f,100,10,10,10,10,10,10,f,flexible,f,f,1,1,0,0,2.47,180.93
2014,within an hour,100,f,1,9,t,f,North End,2113,Loft,Entire home/apt,2,1,0,2,Real Bed,25,204.28,40,2,50,1,14,25,f,91,10,9,9,10,10,9,t,flexible,f,f,1,1,0,0,2.17,249.18
2015,within an hour,100,f,21,3,t,f,West Roxbury,2132,Apartment,Private room,2,1,1,1,Real Bed,24,0,30,1,30,1,1,5,f,80,8,9,8,8,9,10,f,flexible,f,f,17,1,16,0,2.59,53.85
2014,within an hour,100,t,2,5,t,t,South Boston,2127,House,Entire home/apt,6,2,2,2,Real Bed,38,100,75,1,0,1,14,104,f,98,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,2,2,0,0,3.09,284.59
2013,within an hour,100,f,1,5,t,t,South End,2118,Apartment,Entire home/apt,2,1,1,1,Real Bed,24,200,50,2,50,5,660,21,f,99,10,10,10,10,10,10,f,flexible,f,f,1,1,0,0,0.58,220
2018,within an hour,100,t,2,2,t,f,Dorchester,2124,Apartment,Entire home/apt,6,1,3,4,Real Bed,40,1000,75,1,0,2,7,8,f,100,10,10,10,10,10,10,t,moderate,f,f,2,2,0,0,2,365.59
2010,within an hour,98,f,24,6,t,t,Dorchester,2125,Serviced apartment,Entire home/apt,5,1,2,2,Real Bed,27,100,150,2,12,2,0,54,f,91,10,10,9,9,9,9,t,strict_14_with_grace_period,f,f,23,23,0,0,0.84,224.9
2011,within an hour,93,f,12,6,t,f,Dorchester,2125,House,Entire home/apt,7,2,3,4,Real Bed,10,500,175,1,0,2,60,2,f,80,7,8,9,8,9,7,f,flexible,f,t,7,4,3,0,0.23,495
2015,within a few hours,99,f,778,6,t,f,South Boston,2127,Apartment,Entire home/apt,5,2,2,3,Real Bed,32,0,100,1,0,2,0,4,f,100,10,10,10,9,10,10,f,strict_14_with_grace_period,f,f,134,134,0,0,1.01,516.13
2016,within an hour,100,f,6,3,t,f,Roxbury,2119,House,Private room,2,2,1,2,Real Bed,31,0,15,2,50,1,1,99,f,90,10,10,10,10,9,9,t,strict_14_with_grace_period,f,f,6,0,6,0,3.88,79.05
2015,within an hour,100,f,18,9,t,t,Dorchester,2124,House,Private room,2,2.5,1,1,Real Bed,28,0,20,1,15,1,0,94,f,86,9,9,10,9,9,9,t,strict_14_with_grace_period,f,f,10,0,10,0,4.13,44.7
2016,within an hour,100,f,3,7,t,t,West End,2114,Condominium,Entire home/apt,3,1,1,1,Real Bed,30,204.28,79,1,25,1,7,15,f,97,10,9,9,9,10,9,f,moderate,f,f,2,1,1,0,1.65,229.89
2016,within an hour,100,f,19,6,t,t,South End,2118,Apartment,Entire home/apt,2,1,0,1,Real Bed,12,204.28,72.07,1,0,2,1,1,f,20,2,6,4,2,10,2,t,flexible,f,f,19,19,0,0,0.94,140.16
2012,within an hour,100,t,3,9,t,f,West Roxbury,2132,Apartment,Entire home/apt,2,1,1,1,Real Bed,25,204.28,100,1,0,3,5,115,f,94,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,3,3,0,0,2.02,104.82
2017,within an hour,92,f,5,6,t,t,Jamaica Plain,2130,Apartment,Private room,2,1,1,1,Real Bed,52,204.28,30,1,10,2,21,36,f,92,9,9,10,10,10,10,t,strict_14_with_grace_period,f,f,5,0,5,0,2.1,56.61
2014,within an hour,99,f,1070,6,t,f,South End,2118,Apartment,Entire home/apt,4,2,2,2,Real Bed,32,400,110,4,5,2,0,29,f,97,10,10,9,10,9,9,t,strict_14_with_grace_period,f,f,283,283,0,0,1.59,493.49
2013,within an hour,99,f,11,8,t,t,Roxbury,2121,Apartment,Private room,2,2,1,1,Real Bed,16,204.28,26,1,19,2,7,11,f,87,9,9,9,9,8,9,f,strict_14_with_grace_period,f,f,10,1,9,0,1.98,59.17
2018,within an hour,99,f,15,4,t,f,Dorchester,2125,House,Private room,2,2,1,1,Real Bed,32,204.28,70,1,0,1,7,5,f,96,9,10,10,10,9,10,t,strict_14_with_grace_period,f,f,15,1,13,1,1.26,54.01
2010,within an hour,98,f,24,6,t,t,Dorchester,2125,Serviced apartment,Entire home/apt,6,1,3,3,Real Bed,27,100,175,3,13,2,0,31,f,88,10,9,9,9,9,9,t,strict_14_with_grace_period,f,f,23,23,0,0,0.54,201.57
2016,within an hour,100,f,3,7,t,f,Dorchester,2124,Apartment,Private room,2,1,1,1,Real Bed,30,0,30,1,21,2,42,8,t,93,9,9,9,9,9,9,f,moderate,f,f,3,1,2,0,0.54,79.31
2018,within an hour,100,f,4,2,t,f,Roxbury,2119,House,Private room,2,1,1,1,Real Bed,19,200,45,1,25,2,28,12,t,98,10,10,10,10,10,10,f,moderate,f,f,4,0,4,0,1.28,88.15
2014,within an hour,99,f,85,8,t,f,South End,2116,Apartment,Entire home/apt,2,1,0,1,Real Bed,28,0,69,1,0,1,0,84,t,91,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,54,54,0,0,1.7,150.05
2010,within an hour,98,f,24,6,t,t,Dorchester,2125,Townhouse,Entire home/apt,6,2.5,2,4,Real Bed,30,100,150,2,12,2,0,49,t,91,9,9,9,9,9,9,t,strict_14_with_grace_period,f,f,23,23,0,0,0.59,178.75
2016,within a day,100,t,1,7,t,f,Longwood Medical Area,2120,Apartment,Shared room,1,1,1,1,Real Bed,16,100,50,1,0,1,14,16,t,98,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,1,0,0,1,2.49,70.71
2009,within a few hours,96,f,16,8,t,f,North End,2113,Apartment,Entire home/apt,4,1,1,2,Real Bed,22,500,100,1,0,3,2,35,t,83,9,9,9,9,10,9,f,strict_14_with_grace_period,f,f,10,10,0,0,0.92,134.06
2018,within an hour,100,t,1,3,t,f,South End,2116,Serviced apartment,Entire home/apt,8,1,2,4,Real Bed,41,0,135,5,25,3,0,14,t,97,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1,1,0,0,2.49,420.29
2018,within a few hours,100,f,2,5,t,f,East Boston,2128,Apartment,Private room,1,2,1,2,Real Bed,29,0,15,1,15,1,35,1,t,100,10,10,10,10,10,10,f,flexible,f,f,2,0,2,0,1,94.41
2015,within a few hours,90,f,1,4,t,t,Back Bay,2116,Apartment,Entire home/apt,2,1,1,1,Real Bed,24,400,100,2,25,3,49,27,t,90,10,9,10,10,9,9,f,strict_14_with_grace_period,f,f,1,1,0,0,0.52,270
2017,within an hour,100,t,6,3,t,f,Roslindale,2131,House,Private room,2,1,1,1,Real Bed,33,250,30,1,20,2,0,6,t,97,10,9,10,10,9,9,t,strict_14_with_grace_period,f,f,5,0,5,0,0.31,59
2014,within a day,60,f,1,7,t,t,South Boston Waterfront,2210,Apartment,Entire home/apt,1,1,1,2,Real Bed,18,204.28,80,1,0,3,60,2,t,100,10,10,10,10,10,10,f,flexible,f,f,1,1,0,0,0.91,185.82
2016,within an hour,100,t,4,4,t,t,Hyde Park,2136,Bungalow,Private room,2,1,1,1,Real Bed,2,0,20,1,0,2,21,3,t,100,10,10,9,10,9,10,f,strict_14_with_grace_period,f,f,4,0,4,0,2.05,78.42
2017,within an hour,100,t,6,6,t,t,Jamaica Plain,2130,House,Private room,3,1,1,2,Real Bed,37,0,25,2,25,1,0,74,t,97,10,10,10,10,10,9,t,moderate,f,f,6,0,6,0,3.02,155.05
2018,within an hour,100,f,1,1,t,f,South End,2118,Townhouse,Private room,1,1,1,1,Real Bed,35,204.28,35,1,0,3,28,18,t,97,10,10,10,10,10,10,t,moderate,f,f,1,0,1,0,2.02,197.74
2014,within an hour,100,f,21,7,t,t,Jamaica Plain,2130,Apartment,Private room,2,1,1,1,Real Bed,23,204.28,72.07,1,13,1,5,1,t,100,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,20,4,16,0,1,87.46
2015,within an hour,90,f,1,7,t,t,South Boston Waterfront,2210,Serviced apartment,Shared room,1,1,1,1,Real Bed,25,100,0,1,100,2,3,20,t,96,10,9,10,10,10,9,f,strict_14_with_grace_period,f,f,2,1,0,1,1.84,156.71
2010,within an hour,95,f,4,5,t,t,South End,2116,House,Private room,1,,1,1,Real Bed,6,0,21,1,15,2,35,303,t,89,10,9,10,10,10,9,t,moderate,f,f,5,0,5,0,3.13,150.13
2016,within an hour,98,f,33,7,t,t,Roxbury,2119,Townhouse,Shared room,1,1,1,1,Real Bed,30,300,8,1,8,1,0,21,t,94,10,9,10,10,9,10,f,flexible,f,f,31,0,18,13,2.45,25.6
2017,within a few hours,94,f,2,4,t,t,South End,2116,House,Private room,1,1,1,1,Real Bed,13,204.28,15,1,20,2,14,50,t,85,9,8,10,10,10,9,f,strict_14_with_grace_period,f,f,2,0,2,0,1.88,98.52
2017,within a few hours,80,f,2,8,t,f,Dorchester,2124,Apartment,Private room,2,1,1,2,Real Bed,23,100,72.07,1,20,1,49,26,t,94,9,10,10,10,8,9,t,flexible,f,f,2,0,2,0,0.9,79.62
2018,within an hour,100,f,6,1,t,f,Brighton,2135,House,Private room,2,1,1,1,Real Bed,29,0,26,2,100,1,4,23,t,91,10,9,10,10,9,9,t,strict_14_with_grace_period,f,f,6,0,6,0,2.49,53.12
2015,within a few hours,99,f,778,6,t,f,Jamaica Plain,2130,Apartment,Entire home/apt,3,1,1,2,Real Bed,32,0,100,1,0,1,4,1,t,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,134,134,0,0,1,482.64
2010,within an hour,98,f,24,6,t,t,Mission Hill,2120,Serviced apartment,Entire home/apt,4,1,1,2,Real Bed,42,100,125,1,11,2,0,38,t,96,10,10,10,9,9,10,t,moderate,f,f,23,23,0,0,2.23,148.73
2014,within an hour,99,f,1070,6,t,f,Allston,2134,Apartment,Entire home/apt,4,2,2,3,Real Bed,36,400,110,4,5,2,5,12,t,95,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,283,283,0,0,1.49,321.78
2014,within an hour,96,f,24,6,t,t,Fenway,2215,Apartment,Entire home/apt,2,1,1,1,Real Bed,22,0,100,1,0,9,2,37,t,96,10,10,10,10,10,9,f,moderate,f,f,14,13,1,0,0.88,300.15
2016,within an hour,97,t,6,7,t,f,Dorchester,2122,House,Private room,2,2,1,1,Real Bed,31,150,35,1,10,2,0,28,t,98,10,10,10,10,9,10,t,moderate,f,f,6,1,5,0,1.88,78.33
2014,within an hour,99,f,1070,6,t,f,Chinatown,2111,Apartment,Entire home/apt,2,1,1,1,Real Bed,31,400,89,2,5,2,0,42,t,90,9,10,10,9,10,9,t,strict_14_with_grace_period,f,f,283,283,0,0,2.11,482.45
2015,within an hour,100,f,23,9,t,f,Roxbury,2119,Apartment,Private room,2,1,1,1,Real Bed,18,150,39,1,29,1,0,8,t,75,8,7,9,9,8,8,t,strict_14_with_grace_period,f,f,19,1,18,0,2.64,86.3
2011,within an hour,100,f,8,6,t,t,Roxbury,2119,Apartment,Private room,2,1,1,1,Real Bed,16,0,40,2,35,1,0,23,t,93,9,9,10,10,9,9,f,strict_14_with_grace_period,f,f,7,3,4,0,3.27,77.11
2013,within a few hours,100,f,11,4,t,t,South End,2118,Apartment,Entire home/apt,4,1,1,1,Real Bed,18,0,150,1,0,1,1,69,t,97,10,9,10,10,10,9,f,strict_14_with_grace_period,f,f,6,6,0,0,1.39,195.78
2014,within an hour,99,f,1070,6,t,f,North End,2113,Apartment,Entire home/apt,4,2,2,2,Real Bed,31,400,110,4,5,2,0,34,t,95,10,9,10,10,10,9,t,strict_14_with_grace_period,f,f,283,283,0,0,1.93,539.19
2011,within an hour,95,f,91,4,t,f,Back Bay,2115,Apartment,Entire home/apt,4,1,1,2,Real Bed,32,500,105,1,0,2,0,44,t,89,10,9,10,9,10,9,t,strict_14_with_grace_period,f,f,89,75,14,0,1.92,210.5
2012,within an hour,100,t,1,5,t,t,Downtown,2108,Apartment,Entire home/apt,8,1,3,4,Real Bed,36,0,100,2,60,3,21,314,t,95,10,10,10,10,10,10,t,moderate,f,f,1,1,0,0,5.13,305.12
2013,within a few hours,98,f,441,6,t,t,Mission Hill,2115,Apartment,Entire home/apt,7,2,3,4,Real Bed,31,0,100,1,0,2,0,8,t,90,9,9,9,9,8,8,f,moderate,f,t,116,116,0,0,0.56,604.36
2013,within a few hours,85,t,7,6,t,f,South Boston,2127,Condominium,Private room,1,1,1,1,Real Bed,22,150,75,1,50,1,7,2,t,90,8,10,9,10,8,9,f,strict_14_with_grace_period,f,f,2,0,2,0,1.67,103.44
2016,within an hour,98,f,33,7,t,t,Roxbury,2119,Townhouse,Shared room,1,1,1,1,Real Bed,32,300,6,1,5,1,0,22,t,87,9,9,9,9,8,9,f,flexible,f,f,31,0,18,13,1.78,28.39
2016,within an hour,98,f,33,7,t,t,Roxbury,2121,House,Shared room,1,2,1,1,Real Bed,30,300,8,1,8,1,0,27,t,89,10,9,9,9,9,9,f,flexible,f,f,31,0,18,13,3.03,22.42
2017,within an hour,100,f,1,5,t,t,Fenway,2215,Apartment,Private room,2,1,1,1,Real Bed,14,0,15,1,0,10,28,1,t,100,10,10,10,10,10,8,t,flexible,f,f,1,0,1,0,1,74.53
2015,within an hour,100,f,1,5,t,t,Back Bay,2116,Condominium,Entire home/apt,4,1,1,2,Real Bed,24,100,30,3,15,1,1,37,t,88,9,8,9,9,10,8,t,moderate,f,f,1,1,0,0,0.72,238.75
2017,within an hour,70,f,3,8,t,f,East Boston,2128,Condominium,Entire home/apt,6,1,3,4,Real Bed,27,300,99,4,15,1,2,42,t,88,9,9,10,9,9,9,t,strict_14_with_grace_period,f,f,1,1,0,0,2,210.13
2017,within an hour,100,t,6,3,t,f,Roslindale,2131,House,Private room,2,1,1,1,Real Bed,40,250,45,1,20,2,0,13,t,95,9,10,10,10,10,10,t,strict_14_with_grace_period,f,f,5,0,5,0,0.55,69.57
2012,within an hour,100,f,18,7,t,t,East Boston,2128,Condominium,Entire home/apt,6,1,3,3,Real Bed,24,204.28,99,4,10,1,0,118,t,88,9,8,10,9,9,9,t,strict_14_with_grace_period,f,f,11,11,0,0,3.01,109.88
2015,within an hour,100,f,2,2,t,f,Fenway,2115,Townhouse,Entire home/apt,6,2,3,3,Real Bed,36,204.28,200,1,0,3,0,4,t,100,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,2,2,0,0,0.35,800
2013,within a day,53,f,5,6,t,t,Dorchester,2122,House,Private room,2,2,1,1,Real Bed,18,0,10,2,10,1,14,125,t,93,10,9,10,10,10,10,f,flexible,f,f,5,0,5,0,2.08,47.29
2018,within an hour,99,f,16,8,t,t,Downtown,2116,Apartment,Entire home/apt,4,1,1,1,Real Bed,32,0,69,2,0,2,0,29,t,86,8,9,9,9,9,9,t,strict_14_with_grace_period,f,f,12,12,0,0,3.73,280.87
2016,within an hour,100,f,8,2,t,f,Beacon Hill,2114,Apartment,Entire home/apt,6,1.5,2,2,Real Bed,35,0,375,4,65,2,0,62,t,96,10,10,10,10,10,9,t,moderate,f,f,8,8,0,0,2.84,237.12
2012,within an hour,92,t,2,7,t,t,Back Bay,2116,Apartment,Entire home/apt,2,1,0,1,Real Bed,23,0,140,2,30,2,1,191,t,93,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,1,1,0,0,2.12,192.93
2014,within an hour,100,t,6,7,t,t,Dorchester,2124,House,Private room,1,1,1,1,Real Bed,27,0,29,1,0,5,28,13,t,97,9,10,10,10,10,10,t,moderate,f,f,5,0,5,0,1.09,47
2016,within an hour,100,f,79,4,t,f,North End,2113,Apartment,Entire home/apt,6,1,2,2,Real Bed,30,0,100,1,0,3,0,124,t,91,9,9,10,10,10,9,t,strict_14_with_grace_period,f,f,45,45,0,0,3.95,319.9
2017,within an hour,90,t,1,5,t,f,Roslindale,2131,Apartment,Entire home/apt,3,1,1,1,Real Bed,25,0,40,1,0,2,28,59,t,98,10,10,10,10,9,10,t,moderate,f,f,1,1,0,0,2.4,82.86
2014,within an hour,100,t,6,7,t,t,Dorchester,2124,House,Private room,1,1,1,1,Real Bed,30,0,38,1,0,5,28,3,t,100,10,10,10,10,10,10,t,moderate,f,f,5,0,5,0,0.28,47
2012,within an hour,100,f,1,8,t,t,Dorchester,2124,House,Private room,2,1,1,1,Real Bed,20,0,0,1,50,2,270,5,t,96,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1,0,1,0,0.24,179.27
2017,within an hour,100,f,3,3,t,f,Mattapan,2126,Apartment,Entire home/apt,6,2,2,3,Real Bed,19,100,100,5,25,2,28,92,t,90,9,9,10,10,8,9,t,flexible,f,f,3,1,2,0,3.59,106.33
2018,within an hour,100,t,2,7,t,f,West Roxbury,2132,House,Shared room,1,1,1,1,Real Bed,31,100,30,1,10,3,28,10,t,98,10,10,10,10,9,9,f,flexible,f,f,2,0,1,1,0.74,51.33
2014,within an hour,99,f,1070,6,t,f,Longwood Medical Area,2215,Apartment,Entire home/apt,2,1,1,1,Real Bed,33,400,99,2,5,2,0,4,t,90,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,283,283,0,0,0.28,250.45
2016,within an hour,100,f,28,5,t,f,Brighton,2135,Condominium,Entire home/apt,6,1,2,3,Real Bed,34,500,165,4,25,2,0,25,t,98,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,3,3,0,0,2.49,199.92
2014,within an hour,100,t,4,7,t,t,Roxbury,2118,Apartment,Entire home/apt,4,2,2,2,Real Bed,42,500,115,1,0,2,7,78,t,99,10,10,10,10,10,10,f,moderate,f,f,3,3,0,0,1.64,516.99
2017,within an hour,88,f,4,3,t,f,Allston,2134,House,Private room,1,1,1,1,Real Bed,20,100,10,1,25,1,0,71,t,90,10,9,10,10,10,9,f,moderate,f,f,3,0,3,0,2.67,77.27
2015,within an hour,100,f,7,5,t,t,Roxbury,2119,Apartment,Entire home/apt,15,2,4,11,Real Bed,27,500,140,1,0,1,1,84,t,96,10,10,10,10,9,10,f,strict_14_with_grace_period,f,f,7,7,0,0,2.98,484.79
2015,within an hour,100,t,,6,t,t,Roxbury,2121,Condominium,Private room,1,1,1,1,Real Bed,11,0,27,1,25,3,21,20,t,94,10,9,10,10,8,9,t,strict_14_with_grace_period,f,f,2,0,2,0,0.9,72.04
2014,within an hour,99,f,1070,6,t,f,Roxbury,2120,Apartment,Entire home/apt,4,1,2,2,Real Bed,32,400,110,4,5,2,0,22,t,84,9,10,10,9,9,9,t,strict_14_with_grace_period,f,f,283,283,0,0,0.62,261.28
2016,within a few hours,90,f,2,10,t,t,Roxbury,2119,House,Private room,2,1,1,1,Real Bed,19,0,25,1,0,1,150,39,t,99,10,10,10,10,9,10,f,flexible,f,f,2,0,2,0,1.14,60
2015,a few days or more,25,f,15,3,t,f,North End,2113,Apartment,Entire home/apt,6,1,2,2,Real Bed,8,0,95,4,25,2,90,2,t,20,2,2,2,2,2,2,f,flexible,f,f,11,11,0,0,0.21,337.11
2018,within an hour,100,f,4,2,t,f,Roxbury,2119,House,Private room,2,1,1,1,Real Bed,19,200,45,1,25,2,120,2,t,100,10,10,10,10,8,9,f,moderate,f,f,4,0,4,0,1.2,103.45
2016,within an hour,100,t,4,9,t,f,Dorchester,2125,Bed and breakfast,Private room,2,1,1,1,Real Bed,31,0,26,1,20,1,0,148,t,100,10,10,10,10,10,10,t,flexible,f,f,4,0,4,0,4.5,75
2014,within an hour,99,f,1070,6,t,f,South End,2118,Apartment,Entire home/apt,8,2,3,4,Real Bed,32,400,130,6,5,2,0,33,t,91,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,283,283,0,0,3.25,369.04
