host_response_rate.percentage,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,bed_type,Number.of.amenities,security_deposit,cleaning_fee,instant_bookable,cancellation_policy,require_guest_phone_verification,average_price,if_review_score96,sqrt.host_total_listings_count,sqrt.accommodates,sqrt.security_deposit,sqrt.number_of_reviews,HierCluster,KMeansCluster
100,1,f,Jamaica Plain,Guest suite,Entire home/apt,2,1,0,Real Bed,21,0,35,t,moderate,f,135.36,t,1,1.414213562,0,8.426149773,3,1
86,8,t,Hyde Park,Apartment,Private room,1,1,1,Real Bed,18,204.28,25,f,strict_14_with_grace_period,f,39,t,2.828427125,1,14.29265546,3.31662479,4,6
99,85,f,South End,Apartment,Entire home/apt,2,1,0,Real Bed,27,0,69,t,strict_14_with_grace_period,f,160.01,f,9.219544457,1.414213562,0,7.141428429,6,1
100,1,t,Fenway,Apartment,Shared room,1,1,1,Real Bed,21,100,50,t,strict_14_with_grace_period,f,156.25,t,1,1,10,14.89966443,5,1
100,2,t,Chinatown,Apartment,Entire home/apt,6,1,3,Real Bed,35,250,135,t,moderate,f,262.7,f,1.414213562,2.449489743,15.8113883,9.695359715,6,3
99,1070,f,Chinatown,Apartment,Entire home/apt,6,3,3,Real Bed,31,400,130,t,strict_14_with_grace_period,f,355.54,f,32.71085447,2.449489743,20,6.480740698,7,5
99,1070,f,South End,Apartment,Entire home/apt,8,1,3,Real Bed,31,400,130,t,strict_14_with_grace_period,f,360.49,t,32.71085447,2.828427125,20,4,7,5
100,1,f,Roslindale,Apartment,Entire home/apt,2,1,1,Real Bed,18,204.28,72.07,f,flexible,f,150,t,1,1.414213562,14.29265546,1,3,6
100,3,f,Fenway,Apartment,Entire home/apt,2,1,0,Real Bed,14,0,70,t,strict_14_with_grace_period,f,130.6,t,1.732050808,1.414213562,0,4.69041576,6,6
100,6,f,Charlestown,Bed and breakfast,Private room,1,1,1,Real Bed,15,0,0,t,moderate,f,234.27,f,2.449489743,1,0,6.480740698,5,1
100,3,f,Roxbury,Loft,Entire home/apt,2,1,1,Real Bed,34,0,64,f,strict_14_with_grace_period,f,166.37,f,1.732050808,1.414213562,0,7.615773106,2,1
99,13,f,Brighton,House,Private room,1,1,1,Real Bed,31,0,8,t,strict_14_with_grace_period,f,52.36,f,3.605551275,1,0,6,5,1
100,7,f,Mission Hill,Condominium,Entire home/apt,26,4,8,Real Bed,34,799,240,f,strict_14_with_grace_period,f,794.69,t,2.645751311,5.099019514,28.26658805,4.582575695,2,2
99,71,f,Downtown,Apartment,Entire home/apt,6,2,2,Real Bed,38,350,75,t,strict_14_with_grace_period,f,409.14,f,8.426149773,2.449489743,18.70828693,7,6,3
99,85,f,Back Bay,Apartment,Entire home/apt,2,1,0,Real Bed,29,0,69,t,strict_14_with_grace_period,f,164.18,f,9.219544457,1.414213562,0,10.34408043,6,1
99,1070,f,South Boston,Apartment,Entire home/apt,2,1,1,Real Bed,33,400,90,t,strict_14_with_grace_period,f,474.36,f,32.71085447,1.414213562,20,5.656854249,7,5
100,7,f,South End,Apartment,Entire home/apt,4,1.5,1,Real Bed,40,100,65,f,moderate,f,198.37,t,2.645751311,2,10,7.416198487,3,1
100,2,f,Back Bay,Apartment,Entire home/apt,8,2,2,Real Bed,46,0,129,t,strict_14_with_grace_period,f,421.62,f,1.414213562,2.828427125,0,6.633249581,6,3
99,750,f,Downtown,Apartment,Entire home/apt,3,1,0,Real Bed,21,500,89,t,strict,t,222.09,f,27.38612788,1.732050808,22.36067977,2.236067977,7,5
99,1070,f,Brighton,Apartment,Entire home/apt,6,1,3,Real Bed,32,400,130,t,strict_14_with_grace_period,f,543.47,f,32.71085447,2.449489743,20,5.477225575,7,5
100,1,t,South Boston,House,Entire home/apt,14,3.5,3,Real Bed,37,300,150,f,strict_14_with_grace_period,f,372.69,t,1,3.741657387,17.32050808,11.53256259,2,2
98,12,f,North End,Condominium,Entire home/apt,2,1,1,Real Bed,26,204.28,45,f,strict_14_with_grace_period,f,173.23,f,3.464101615,1.414213562,14.29265546,22.6715681,6,1
97,4,t,Beacon Hill,Apartment,Entire home/apt,6,2,2,Real Bed,19,0,50,f,moderate,f,362.06,t,2,2.449489743,0,11.18033989,1,3
100,4,f,West Roxbury,House,Private room,1,1,1,Real Bed,33,0,20,t,moderate,f,44,t,2,1,0,3,5,1
90,4,t,Roxbury,Townhouse,Private room,2,2,1,Real Bed,32,0,0,t,strict_14_with_grace_period,f,64.33,t,2,1.414213562,0,3.31662479,5,1
81,8,f,Fenway,Apartment,Private room,2,1,1,Real Bed,12,0,25,t,strict_14_with_grace_period,f,119.42,f,2.828427125,1.414213562,0,6.32455532,5,6
100,6,t,Mattapan,House,Private room,3,1.5,1,Real Bed,22,100,20,t,strict_14_with_grace_period,f,65,f,2.449489743,1.732050808,10,7.211102551,5,1
95,91,f,Beacon Hill,Apartment,Entire home/apt,4,1,1,Real Bed,34,500,105,t,strict_14_with_grace_period,f,195.8,t,9.539392014,2,22.36067977,5.916079783,6,3
99,1070,f,Roxbury,Apartment,Entire home/apt,6,1,3,Real Bed,32,400,130,t,strict_14_with_grace_period,f,345.21,f,32.71085447,2.449489743,20,5.567764363,7,5
100,10,f,Beacon Hill,Apartment,Entire home/apt,2,1,1,Real Bed,17,0,155,t,moderate,f,197.17,f,3.16227766,1.414213562,0,3.31662479,3,6
95,91,f,South End,Apartment,Entire home/apt,8,2.5,3,Real Bed,33,500,140,t,strict_14_with_grace_period,f,308.94,f,9.539392014,2.828427125,22.36067977,10.90871211,6,2
100,4,f,East Boston,Condominium,Private room,2,1,1,Real Bed,39,100,16,t,moderate,f,37.13,f,2,1.414213562,10,4.242640687,5,1
99,1070,f,South End,Apartment,Entire home/apt,6,1,2,Real Bed,32,400,110,t,strict_14_with_grace_period,f,275.39,f,32.71085447,2.449489743,20,5.196152423,7,5
98,33,t,Roxbury,Townhouse,Shared room,1,1,1,Real Bed,32,300,6,f,flexible,f,28.18,t,5.744562647,1,17.32050808,4.795831523,4,1
100,11,t,South End,Apartment,Entire home/apt,4,1,1,Real Bed,17,204.28,125,f,strict_14_with_grace_period,f,169.19,f,3.31662479,2,14.29265546,8.062257748,2,3
100,5,t,Dorchester,Apartment,Entire home/apt,12,2,3,Real Bed,33,300,125,f,strict_14_with_grace_period,f,491.59,t,2.236067977,3.464101615,17.32050808,9.949874371,2,2
100,11,f,Bay Village,House,Entire home/apt,5,1,2,Real Bed,24,250,100,f,strict_14_with_grace_period,f,312.09,f,3.31662479,2.236067977,15.8113883,13.03840481,2,3
100,1,f,East Boston,Apartment,Entire home/apt,2,1,1,Real Bed,17,0,0,f,flexible,f,135,t,1,1.414213562,0,6.08276253,3,1
100,1,t,Back Bay,Condominium,Entire home/apt,3,1,1,Real Bed,41,0,60,t,strict_14_with_grace_period,f,269.09,t,1,1.732050808,0,8.185352772,6,1
100,4,f,East Boston,Condominium,Private room,2,1,1,Real Bed,16,100,16,t,moderate,f,35,f,2,1.414213562,10,4.582575695,5,6
99,1070,f,South End,Apartment,Entire home/apt,4,1,2,Real Bed,32,400,110,t,strict_14_with_grace_period,f,490.99,f,32.71085447,2,20,4.795831523,7,5
99,1070,f,Fenway,Apartment,Entire home/apt,4,2,2,Real Bed,33,400,110,t,strict_14_with_grace_period,f,382.83,f,32.71085447,2,20,5,7,5
100,1,f,South Boston,Condominium,Entire home/apt,1,1,1,Real Bed,19,204.28,72.07,f,moderate,f,248.77,t,1,1,14.29265546,8.485281374,3,1
100,20,t,South Boston,Apartment,Entire home/apt,5,1,2,Real Bed,38,450,145,t,strict_14_with_grace_period,f,275.04,t,4.472135955,2.236067977,21.21320344,12.24744871,6,3
86,4,f,Back Bay,Apartment,Entire home/apt,7,3,3,Real Bed,40,0,199,t,moderate,f,611.2,f,2,2.645751311,0,8.185352772,3,2
100,1,t,Dorchester,Guest suite,Entire home/apt,4,1,2,Real Bed,11,500,100,f,moderate,t,61.79,f,1,2,22.36067977,8.062257748,1,3
91,1,f,Dorchester,Apartment,Entire home/apt,4,1,2,Real Bed,10,100,90,t,strict_14_with_grace_period,f,126.82,f,1,2,10,3.16227766,6,6
100,2,t,Roslindale,Apartment,Private room,3,1,1,Real Bed,31,0,30,f,strict_14_with_grace_period,f,60.02,f,1.414213562,1.732050808,0,7,4,1
93,528,f,Fenway,Apartment,Entire home/apt,5,2,2,Real Bed,28,0,100,f,strict_14_with_grace_period,f,569.13,f,22.97825059,2.236067977,0,1,2,7
99,71,f,Back Bay,Apartment,Entire home/apt,6,1,2,Real Bed,22,300,85,t,strict_14_with_grace_period,f,319.33,f,8.426149773,2.449489743,17.32050808,7.745966692,6,3
99,16,t,Fenway,Apartment,Entire home/apt,3,1,1,Real Bed,32,0,69,t,strict_14_with_grace_period,f,185.91,f,4,1.732050808,0,2,6,1
100,4,f,Roxbury,House,Private room,2,1,1,Real Bed,19,200,45,f,moderate,f,94.85,f,2,1.414213562,14.14213562,3.872983346,5,6
100,1,t,Dorchester,Apartment,Entire home/apt,7,1,4,Real Bed,28,204.28,20,f,moderate,f,130.55,f,1,2.645751311,14.29265546,10.24695077,1,3
100,1,t,South Boston,House,Entire home/apt,10,2.5,3,Real Bed,36,500,160,t,strict_14_with_grace_period,f,434.09,t,1,3.16227766,22.36067977,10.72380529,6,2
100,1,t,Roslindale,House,Private room,2,1,1,Real Bed,20,0,40,f,strict_14_with_grace_period,f,87.75,t,1,1.414213562,0,5.916079783,4,1
100,1,f,Back Bay,Apartment,Entire home/apt,2,1,0,Real Bed,17,0,40,f,strict_14_with_grace_period,f,207.18,f,1,1.414213562,0,4,2,6
100,4,t,Roxbury,Apartment,Entire home/apt,8,3,4,Real Bed,41,1000,200,f,moderate,f,900,t,2,2.828427125,31.6227766,4.795831523,1,2
100,2,t,Allston,Apartment,Entire home/apt,2,1,0,Real Bed,35,0,95,t,moderate,f,71.17,t,1.414213562,1.414213562,0,9.219544457,6,1
99,750,f,South Boston Waterfront,Apartment,Entire home/apt,3,1,0,Real Bed,25,500,89,t,strict,t,298.92,t,27.38612788,1.732050808,22.36067977,1,7,5
99,19,f,South Boston Waterfront,Apartment,Entire home/apt,2,1,1,Real Bed,33,0,50,f,strict_14_with_grace_period,f,301.47,t,4.358898944,1.414213562,0,4.242640687,3,1
100,2,f,Jamaica Plain,House,Private room,2,1,1,Real Bed,45,300,15,t,flexible,f,75.42,f,1.414213562,1.414213562,17.32050808,4.795831523,5,1
100,39,f,Downtown,Apartment,Private room,4,1,0,Real Bed,6,300,55,t,strict_14_with_grace_period,f,273.44,f,6.244997998,2,17.32050808,2.828427125,5,6
100,4,t,Allston,Apartment,Entire home/apt,3,1,1,Real Bed,10,204.28,72.07,f,strict_14_with_grace_period,f,209.86,f,2,1.732050808,14.29265546,1,2,6
100,3,f,Roxbury,House,Private room,2,1,1,Real Bed,25,204.28,50,f,moderate,f,138.55,t,1.732050808,1.414213562,14.29265546,2,5,6
100,6,t,Dorchester,House,Private room,2,2.5,1,Real Bed,45,0,20,t,moderate,f,70,f,2.449489743,1.414213562,0,11.61895004,5,1
100,12,t,Downtown,Apartment,Entire home/apt,3,1.5,1,Real Bed,36,500,125,t,moderate,f,217.36,f,3.464101615,1.732050808,22.36067977,9.055385138,6,3
100,10,f,Beacon Hill,Apartment,Entire home/apt,3,1,1,Real Bed,29,0,155,t,moderate,f,216.96,t,3.16227766,1.732050808,0,3,3,3
95,91,f,Back Bay,Apartment,Entire home/apt,4,1,1,Real Bed,33,500,105,f,strict_14_with_grace_period,f,181.13,f,9.539392014,2,22.36067977,5.656854249,2,3
100,30,t,Roslindale,House,Entire home/apt,8,2,3,Real Bed,40,600,150,f,strict_14_with_grace_period,f,312.69,t,5.477225575,2.828427125,24.49489743,6.633249581,2,2
100,7,t,North End,Condominium,Entire home/apt,4,1,1,Real Bed,30,500,80,f,strict_14_with_grace_period,f,260.82,t,2.645751311,2,22.36067977,17.11724277,2,1
100,14,f,Beacon Hill,Apartment,Entire home/apt,3,1,1,Real Bed,35,300,65,f,moderate,f,286.78,t,3.741657387,1.732050808,17.32050808,11.04536102,3,1
100,1,t,South End,Apartment,Entire home/apt,4,1,1,Real Bed,21,0,115,f,moderate,f,236.75,t,1,2,0,3.464101615,1,3
100,3,f,Back Bay,Apartment,Entire home/apt,3,1,0,Real Bed,21,200,70,t,strict_14_with_grace_period,f,182.38,f,1.732050808,1.732050808,14.14213562,8,6,1
100,2,t,West Roxbury,House,Private room,1,2.5,1,Real Bed,26,0,25,f,flexible,f,47.83,t,1.414213562,1,0,3.464101615,4,1
100,1,t,Mission Hill,Condominium,Private room,2,1,1,Real Bed,41,150,25,f,strict_14_with_grace_period,t,78.81,f,1,1.414213562,12.24744871,12.88409873,1,1
90,2,f,Roxbury,Apartment,Entire home/apt,4,1,1,Real Bed,18,150,30,f,moderate,f,141.9,f,1.414213562,2,12.24744871,2.828427125,3,6
100,3,t,East Boston,Condominium,Entire home/apt,5,1,2,Real Bed,23,200,79,t,strict_14_with_grace_period,f,155.17,f,1.732050808,2.236067977,14.14213562,5.744562647,6,3
100,8,f,Chinatown,Apartment,Entire home/apt,4,1,1,Real Bed,35,0,61,t,strict_14_with_grace_period,f,231.84,f,2.828427125,2,0,9,6,1
100,1,f,West End,Serviced apartment,Entire home/apt,9,2.5,3,Real Bed,61,200,199,t,flexible,f,756.06,t,1,3,14.14213562,7.483314774,6,2
99,1070,f,Chinatown,Apartment,Entire home/apt,2,1,0,Real Bed,31,400,89,t,strict_14_with_grace_period,f,470.82,f,32.71085447,1.414213562,20,6.08276253,7,5
99,1070,f,Brighton,Apartment,Entire home/apt,4,1.5,2,Real Bed,34,400,110,t,strict_14_with_grace_period,f,191.5,f,32.71085447,2,20,4.898979486,7,5
100,1,f,Roxbury,Apartment,Entire home/apt,5,1,2,Real Bed,22,204.28,72.07,t,flexible,f,189.17,t,1,2.236067977,14.29265546,1.732050808,3,3
100,2,t,East Boston,Apartment,Private room,2,1,1,Real Bed,16,250,30,f,moderate,f,101.81,t,1.414213562,1.414213562,15.8113883,9.848857802,1,1
100,39,f,Downtown,Apartment,Private room,2,1,0,Real Bed,6,300,55,t,strict_14_with_grace_period,f,272.56,f,6.244997998,1.414213562,17.32050808,2,5,6
100,2,f,North End,Apartment,Entire home/apt,3,1,1,Real Bed,35,500,75,f,moderate,f,263.86,t,1.414213562,1.732050808,22.36067977,8.366600265,3,1
99,1070,f,Fenway,Apartment,Entire home/apt,2,1,1,Real Bed,33,400,99,t,strict_14_with_grace_period,f,253.04,f,32.71085447,1.414213562,20,2.449489743,7,5
96,7,f,Dorchester,House,Private room,5,1,1,Real Bed,21,150,40,t,strict_14_with_grace_period,f,80.96,f,2.645751311,2.236067977,12.24744871,13.78404875,5,1
100,2,f,Jamaica Plain,Townhouse,Entire home/apt,6,2.5,3,Real Bed,13,0,150,f,moderate,f,295,f,1.414213562,2.449489743,0,2.449489743,2,3
100,1,f,West Roxbury,House,Private room,2,1,1,Real Bed,15,204.28,0,f,moderate,f,58.59,t,1,1.414213562,14.29265546,1.414213562,5,6
99,778,f,South Boston Waterfront,Apartment,Entire home/apt,3,1,1,Real Bed,30,0,100,f,strict_14_with_grace_period,f,490.13,t,27.89265136,1.732050808,0,1,2,7
99,1070,f,Fenway,Apartment,Entire home/apt,6,3,3,Real Bed,33,400,130,t,strict_14_with_grace_period,f,502.95,t,32.71085447,2.449489743,20,4.582575695,7,5
99,85,f,Downtown,Apartment,Entire home/apt,2,1,0,Real Bed,23,0,69,t,strict_14_with_grace_period,f,163.12,t,9.219544457,1.414213562,0,8.246211251,6,1
93,29,t,Back Bay,Apartment,Entire home/apt,4,1,1,Real Bed,30,0,70,t,super_strict_30,f,184.51,f,5.385164807,2,0,4.69041576,6,1
100,45,f,North End,Apartment,Entire home/apt,3,1,1,Real Bed,23,100,45,t,strict_14_with_grace_period,f,244.75,f,6.708203932,1.732050808,10,12.56980509,6,1
100,5,f,Fenway,Apartment,Entire home/apt,5,1,1,Real Bed,35,0,15,t,strict_14_with_grace_period,f,211.14,f,2.236067977,2.236067977,0,7.211102551,6,1
100,36,f,South End,Apartment,Entire home/apt,2,1,0,Real Bed,32,0,40,f,strict_14_with_grace_period,f,157.05,f,6,1.414213562,0,4.582575695,2,1
100,9,f,Fenway,Apartment,Entire home/apt,4,1,1,Real Bed,11,100,40,t,strict_14_with_grace_period,f,128.74,f,3,2,10,12.16552506,6,1
100,36,f,South End,Apartment,Entire home/apt,2,1,0,Real Bed,24,0,100,f,strict_14_with_grace_period,f,144.79,f,6,1.414213562,0,3,2,6
100,33,t,Chinatown,Apartment,Entire home/apt,6,1,2,Real Bed,21,400,135,t,strict_14_with_grace_period,f,178.5,f,5.744562647,2.449489743,20,6.633249581,6,3
91,1,t,Jamaica Plain,Apartment,Entire home/apt,2,1,1,Real Bed,26,0,50,t,strict_14_with_grace_period,f,62.85,f,1,1.414213562,0,5,6,1
100,20,t,Back Bay,Apartment,Entire home/apt,5,2,2,Real Bed,39,400,140,t,strict_14_with_grace_period,f,634.11,t,4.472135955,2.236067977,20,12.56980509,6,3
100,14,f,North End,Apartment,Entire home/apt,2,1,1,Real Bed,17,0,70,t,strict_14_with_grace_period,f,213.19,f,3.741657387,1.414213562,0,6.8556546,6,1
100,11,t,Bay Village,Apartment,Entire home/apt,7,2,3,Real Bed,31,0,250,t,strict_14_with_grace_period,f,263.16,t,3.31662479,2.645751311,0,12.40967365,6,3
100,2,f,Allston,Guest suite,Private room,2,1,0,Real Bed,32,204.28,10,t,moderate,f,81.85,f,1.414213562,1.414213562,14.29265546,5.567764363,5,1
100,24,f,Fenway,Apartment,Entire home/apt,9,1,2,Real Bed,35,0,95,t,strict_14_with_grace_period,f,340.67,t,4.898979486,3,0,13.34166406,6,3
100,19,t,South End,Apartment,Entire home/apt,2,1,0,Real Bed,14,204.28,72.07,t,strict_14_with_grace_period,f,122.85,f,4.358898944,1.414213562,14.29265546,7.280109889,6,6
100,3,f,Back Bay,Apartment,Entire home/apt,2,1,0,Real Bed,28,100,60,f,strict_14_with_grace_period,f,157.66,t,1.732050808,1.414213562,10,8.774964387,2,1
98,10,t,Downtown,Apartment,Entire home/apt,4,1,1,Real Bed,39,100,80,f,moderate,f,142.11,f,3.16227766,2,10,4.795831523,1,1
100,5,f,Hyde Park,House,Entire home/apt,5,1,2,Real Bed,43,100,90,f,moderate,f,149.46,t,2.236067977,2.236067977,10,10.04987562,3,3
100,18,f,East Boston,House,Private room,2,2,1,Real Bed,23,100,25,f,strict_14_with_grace_period,f,61.28,f,4.242640687,1.414213562,10,9.591663047,4,1
100,4,f,Dorchester,Guest suite,Private room,2,1,1,Real Bed,34,0,29,t,flexible,f,61.38,f,2,1.414213562,0,4.358898944,5,1
100,5,f,Brighton,House,Private room,2,1,1,Real Bed,18,0,10,t,flexible,f,47.58,f,2.236067977,1.414213562,0,4.582575695,5,6
99,71,f,Fenway,Apartment,Entire home/apt,4,1,1,Real Bed,27,200,65,t,strict_14_with_grace_period,f,152.38,f,8.426149773,2,14.14213562,9.539392014,6,1
100,13,t,South Boston,Apartment,Entire home/apt,6,1,2,Real Bed,32,300,100,f,moderate,f,486.58,t,3.605551275,2.449489743,17.32050808,8.544003745,1,3
99,1070,f,Back Bay,Apartment,Entire home/apt,4,2,2,Real Bed,31,400,110,t,strict_14_with_grace_period,f,533.1,f,32.71085447,2,20,5.830951895,7,5
95,10,t,Dorchester,Apartment,Entire home/apt,7,1,3,Real Bed,37,600,129,f,strict_14_with_grace_period,f,151.66,f,3.16227766,2.645751311,24.49489743,10.14889157,2,3
100,9,f,Chinatown,Condominium,Entire home/apt,6,1.5,3,Real Bed,15,100,80,t,strict_14_with_grace_period,f,352,f,3,2.449489743,10,2.828427125,6,3
94,9,f,Allston,House,Private room,2,1,1,Real Bed,30,204.28,40,f,strict_14_with_grace_period,f,69.9,t,3,1.414213562,14.29265546,13.52774926,4,1
100,4,t,South Boston,Condominium,Entire home/apt,6,1,3,Real Bed,22,200,150,t,strict_14_with_grace_period,f,268.5,t,2,2.449489743,14.14213562,1.732050808,6,3
90,4,t,Roxbury,Townhouse,Private room,1,2,1,Real Bed,32,204.28,72.07,t,strict_14_with_grace_period,f,54.09,t,2,1,14.29265546,2.236067977,5,6
95,91,f,South Boston,Apartment,Entire home/apt,4,1,1,Real Bed,33,500,105,t,strict_14_with_grace_period,f,162.89,f,9.539392014,2,22.36067977,7.483314774,6,3
99,1070,f,South Boston,Apartment,Entire home/apt,4,2,2,Real Bed,34,400,110,t,strict_14_with_grace_period,f,509.89,f,32.71085447,2,20,6.164414003,7,5
99,85,f,Beacon Hill,Apartment,Entire home/apt,2,1,0,Real Bed,29,0,69,t,strict_14_with_grace_period,f,162.87,f,9.219544457,1.414213562,0,8.366600265,6,1
99,27,f,Brighton,House,Private room,3,2,1,Real Bed,33,0,12,t,strict_14_with_grace_period,f,64.85,f,5.196152423,1.732050808,0,2.645751311,5,1
100,2,t,Brighton,House,Private room,3,1,1,Real Bed,28,100,35,t,strict_14_with_grace_period,f,67.21,f,1.414213562,1.732050808,10,6.164414003,5,1
100,5,f,South End,Apartment,Entire home/apt,2,1,2,Real Bed,38,500,100,t,moderate,f,360.75,t,2.236067977,1.414213562,22.36067977,2.449489743,3,3
100,2,t,Jamaica Plain,Apartment,Entire home/apt,5,1,2,Real Bed,31,200,60,f,moderate,f,146,f,1.414213562,2.236067977,14.14213562,14.2126704,1,3
99,1070,f,Downtown,Apartment,Entire home/apt,8,2,4,Real Bed,32,400,160,t,strict_14_with_grace_period,f,627.58,f,32.71085447,2.828427125,20,6.708203932,7,5
100,18,f,East Boston,House,Private room,4,2.5,1,Real Bed,21,100,25,f,strict_14_with_grace_period,f,60.57,f,4.242640687,2,10,9.797958971,4,1
100,2,t,Brighton,Loft,Entire home/apt,4,1,2,Real Bed,36,1000,95,f,strict_14_with_grace_period,f,255.41,t,1.414213562,2,31.6227766,7.483314774,1,3
98,10,f,West End,Apartment,Entire home/apt,2,1,0,Real Bed,25,0,60,f,strict_14_with_grace_period,f,130.1,t,3.16227766,1.414213562,0,9,2,1
99,1070,f,Downtown,Apartment,Entire home/apt,2,1,1,Real Bed,31,400,76,t,strict_14_with_grace_period,f,470.81,f,32.71085447,1.414213562,20,4.358898944,7,5
100,1,f,Fenway,Apartment,Private room,2,1,1,Real Bed,24,100,45,t,strict_14_with_grace_period,f,159,f,1,1.414213562,10,3.16227766,5,6
98,6,t,Downtown,Apartment,Entire home/apt,4,1,1,Real Bed,25,0,75,t,moderate,f,154.64,f,2.449489743,2,0,2.828427125,6,1
99,85,f,Back Bay,Apartment,Entire home/apt,2,1,0,Real Bed,29,0,69,t,strict_14_with_grace_period,f,162.12,f,9.219544457,1.414213562,0,9.433981132,6,1
100,2,t,Allston,Apartment,Entire home/apt,1,1,1,Real Bed,12,200,30,f,moderate,f,97.32,f,1.414213562,1,14.14213562,3,1,6
100,1,t,Fenway,Apartment,Entire home/apt,3,1,1,Real Bed,18,0,50,t,moderate,f,147.5,f,1,1.732050808,0,11.3137085,3,1
95,91,f,Back Bay,Apartment,Entire home/apt,4,1,0,Real Bed,33,500,105,t,strict_14_with_grace_period,f,169.65,f,9.539392014,2,22.36067977,5.916079783,6,3
99,1070,f,Fenway,Apartment,Entire home/apt,2,1,1,Real Bed,33,400,99,t,strict_14_with_grace_period,f,252.96,f,32.71085447,1.414213562,20,3.464101615,7,5
98,6,t,Downtown,Apartment,Entire home/apt,4,1,1,Real Bed,18,0,75,t,moderate,f,155.53,f,2.449489743,2,0,11.40175425,6,1
100,5,f,Dorchester,House,Private room,1,1,1,Real Bed,38,0,0,t,strict_14_with_grace_period,f,63.4,t,2.236067977,1,0,9,5,1
98,1609,t,West End,Apartment,Entire home/apt,7,2,3,Real Bed,25,0,139,t,strict_14_with_grace_period,f,492.62,t,40.11234224,2.645751311,0,2.236067977,7,5
100,13,t,South Boston,Apartment,Entire home/apt,8,1,2,Real Bed,43,300,100,f,moderate,f,522.32,t,3.605551275,2.828427125,17.32050808,13.56465997,1,3
99,17,t,Downtown,Hostel,Shared room,1,2,1,Real Bed,17,204.28,72.07,t,strict_14_with_grace_period,f,77.12,f,4.123105626,1,14.29265546,3.464101615,4,6
100,1,t,Back Bay,Condominium,Entire home/apt,4,1.5,2,Real Bed,33,300,100,f,moderate,f,354.25,t,1,2,17.32050808,7.141428429,1,3
93,528,f,Fenway,Apartment,Entire home/apt,3,1,1,Real Bed,22,204.28,100,f,strict_14_with_grace_period,f,510.83,f,22.97825059,1.732050808,14.29265546,1.414213562,2,7
100,4,f,Brighton,Condominium,Entire home/apt,4,1,1,Real Bed,30,250,65,t,strict_14_with_grace_period,f,233.2,f,2,2,15.8113883,10.14889157,6,1
100,12,t,Downtown,Apartment,Entire home/apt,2,1,0,Real Bed,31,500,100,t,strict_14_with_grace_period,f,165.38,f,3.464101615,1.414213562,22.36067977,7.416198487,6,1
100,45,f,North End,Apartment,Entire home/apt,6,1,3,Real Bed,21,100,29,t,strict_14_with_grace_period,f,226.73,f,6.708203932,2.449489743,10,6.92820323,6,3
100,1,t,South Boston,Apartment,Private room,2,1,1,Real Bed,27,200,40,f,moderate,f,97.84,t,1,1.414213562,14.14213562,5.830951895,1,1
99,85,f,Beacon Hill,Apartment,Entire home/apt,2,1,0,Real Bed,27,204.28,85,t,strict_14_with_grace_period,f,163.52,f,9.219544457,1.414213562,14.29265546,8.185352772,6,1
100,1,t,Beacon Hill,Apartment,Entire home/apt,4,1.5,2,Real Bed,24,100,100,t,strict_14_with_grace_period,f,305,f,1,2,10,7.483314774,6,3
91,2,t,Back Bay,Apartment,Entire home/apt,2,1,1,Real Bed,20,125,35,t,strict_14_with_grace_period,f,175.25,f,1.414213562,1.414213562,11.18033989,15.77973384,6,1
99,778,f,Chinatown,Apartment,Entire home/apt,5,2,2,Real Bed,37,204.28,100,f,strict_14_with_grace_period,f,499.52,f,27.89265136,2.236067977,14.29265546,2.236067977,2,7
100,21,f,West Roxbury,Apartment,Private room,3,1,1,Real Bed,24,0,30,f,flexible,f,56.74,f,4.582575695,1.732050808,0,2,5,6
99,1070,f,South Boston,Apartment,Entire home/apt,4,2,2,Real Bed,33,400,110,t,strict_14_with_grace_period,f,510.17,f,32.71085447,2,20,5.385164807,7,5
100,1,f,Jamaica Plain,Apartment,Entire home/apt,5,1,3,Real Bed,31,0,50,f,moderate,f,169.17,t,1,2.236067977,0,4.69041576,3,3
92,7,t,Chinatown,Apartment,Entire home/apt,4,1,1,Real Bed,28,199,69,t,moderate,f,203.38,f,2.645751311,2,14.10673598,2.236067977,6,6
100,10,t,Allston,House,Entire home/apt,9,2,3,Real Bed,42,1000,300,f,strict_14_with_grace_period,f,500,f,3.16227766,3,31.6227766,2.645751311,2,2
100,12,f,Back Bay,Apartment,Entire home/apt,7,1,3,Real Bed,15,0,95,t,moderate,f,334.63,t,3.464101615,2.645751311,0,4.69041576,3,3
99,750,f,Downtown,Apartment,Entire home/apt,5,2,2,Real Bed,20,500,129,t,strict,t,439.64,f,27.38612788,2.236067977,22.36067977,1.732050808,7,5
100,45,f,North End,Apartment,Entire home/apt,3,1,1,Real Bed,15,0,35,t,strict_14_with_grace_period,f,244.59,f,6.708203932,1.732050808,0,8,6,1
100,3,t,East Boston,Apartment,Entire home/apt,4,1,2,Real Bed,16,204.28,50,t,moderate,f,161.53,f,1.732050808,2,14.29265546,6.480740698,6,3
98,5,f,East Boston,Apartment,Private room,2,1,1,Real Bed,27,100,15,t,moderate,f,81.73,f,2.236067977,1.414213562,10,2.645751311,5,6
