host_response_rate.percentage,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,bed_type,Number.of.amenities,security_deposit,cleaning_fee,instant_bookable,cancellation_policy,require_guest_phone_verification,average_price,if_review_score96,sqrt.host_total_listings_count,sqrt.accommodates,sqrt.security_deposit,sqrt.number_of_reviews,HierCluster,KMeansCluster
100,1,t,Brighton,Apartment,Private room,1,1,1,Real Bed,3,204.28,72.07,t,strict_14_with_grace_period,f,180,f,1,1,14.29265546,3.605551275,5,6
90,10,t,Dorchester,House,Entire home/apt,8,1.5,4,Real Bed,26,200,150,f,strict_14_with_grace_period,t,374.03,f,3.16227766,2.828427125,14.14213562,4.795831523,1,3
100,45,f,Back Bay,Apartment,Entire home/apt,7,1,2,Real Bed,34,150,60,t,strict_14_with_grace_period,f,382.51,f,6.708203932,2.645751311,12.24744871,3.605551275,6,3
100,5,f,Dorchester,Apartment,Entire home/apt,10,2,4,Real Bed,33,204.28,200,f,strict_14_with_grace_period,f,419.38,t,2.236067977,3.16227766,14.29265546,2,2,2
100,1,t,Roslindale,Apartment,Private room,2,1,1,Real Bed,14,204.28,10,f,strict_14_with_grace_period,f,75.97,t,1,1.414213562,14.29265546,4,4,6
100,1,t,Jamaica Plain,Apartment,Entire home/apt,6,1.5,3,Real Bed,20,350,69,f,strict_14_with_grace_period,f,505.45,f,1,2.449489743,18.70828693,10.24695077,2,3
80,5,f,Allston,Condominium,Entire home/apt,5,2,2,Real Bed,21,700,70,f,strict_14_with_grace_period,f,490,t,2.236067977,2.236067977,26.45751311,1,6,3
98,441,t,Chinatown,Other,Entire home/apt,3,1,1,Real Bed,32,0,100,f,moderate,t,315.61,t,21,1.732050808,0,1,1,7
100,1,t,South End,Apartment,Entire home/apt,2,1,1,Real Bed,21,0,50,f,flexible,f,299,t,1,1.414213562,0,2.449489743,3,6
99,778,f,Mission Hill,Apartment,Entire home/apt,5,2,2,Real Bed,35,0,100,f,strict_14_with_grace_period,f,511.88,f,27.89265136,2.236067977,0,2,2,7
100,6,f,Allston,Apartment,Entire home/apt,2,1,1,Real Bed,35,400,95,t,strict_14_with_grace_period,f,271.57,t,2.449489743,1.414213562,20,2.236067977,6,6
99,1070,f,Downtown,Apartment,Entire home/apt,2,1,1,Real Bed,31,400,93,t,strict_14_with_grace_period,f,476.18,f,32.71085447,1.414213562,20,3.741657387,7,5
100,3,f,Dorchester,Apartment,Private room,3,1,1,Real Bed,25,100,25,t,flexible,f,119,t,1.732050808,1.732050808,10,3,5,6
100,1,t,West Roxbury,House,Private room,1,1.5,1,Real Bed,4,204.28,72.07,f,strict_14_with_grace_period,f,80,t,1,1,14.29265546,5.099019514,4,6
100,18,t,Dorchester,Condominium,Entire home/apt,4,1,2,Real Bed,21,0,99,t,strict_14_with_grace_period,f,137.05,f,4.242640687,2,0,5.291502622,6,3
98,7,f,Allston,House,Private room,2,1,1,Real Bed,32,200,35,t,flexible,f,83.85,f,2.645751311,1.414213562,14.14213562,3.464101615,5,1
100,33,t,Back Bay,Guest suite,Entire home/apt,6,1,2,Real Bed,34,500,150,t,strict_14_with_grace_period,f,200,f,5.744562647,2.449489743,22.36067977,8.062257748,6,3
100,2,t,West End,Apartment,Private room,1,1,1,Real Bed,45,0,35,f,strict_14_with_grace_period,f,135.41,t,1.414213562,1,0,6,4,1
100,3,t,Jamaica Plain,House,Entire home/apt,6,3.5,3,Real Bed,22,204.28,72.07,f,moderate,f,575,t,1.732050808,2.449489743,14.29265546,1.732050808,1,2
99,8,f,East Boston,House,Private room,2,1.5,1,Real Bed,18,0,15,t,strict_14_with_grace_period,f,106.77,t,2.828427125,1.414213562,0,1.732050808,5,6
98,4,f,Roxbury,Apartment,Entire home/apt,4,1,1,Real Bed,37,150,30,f,moderate,f,141.85,f,2,2,12.24744871,9.110433579,3,1
100,1,f,East Boston,Apartment,Private room,2,1,1,Real Bed,27,204.28,72.07,f,moderate,f,82.14,t,1,1.414213562,14.29265546,5.916079783,5,1
96.40529571,1,t,Mission Hill,House,Private room,1,1,1,Real Bed,23,0,15,t,strict_14_with_grace_period,f,45,t,1,1,0,2,5,6
100,1,t,Jamaica Plain,Apartment,Private room,1,1,1,Real Bed,26,0,30,f,moderate,f,98,t,1,1,0,2,1,6
100,1,f,South End,Townhouse,Private room,2,1,1,Real Bed,23,0,40,f,strict_14_with_grace_period,f,81.51,t,1,1.414213562,0,7.745966692,4,1
100,2,t,Hyde Park,Apartment,Entire home/apt,4,1,3,Real Bed,30,250,125,f,strict_14_with_grace_period,f,180.58,f,1.414213562,2,15.8113883,4.472135955,2,3
100,21,t,Dorchester,Condominium,Entire home/apt,2,1.5,2,Real Bed,37,204.28,72.07,f,strict_14_with_grace_period,f,340,t,4.582575695,1.414213562,14.29265546,3,6,3
80,7,f,Jamaica Plain,Guest suite,Private room,2,1,1,Real Bed,35,0,55,f,moderate,f,157.98,f,2.645751311,1.414213562,0,3.741657387,1,1
100,1,f,Dorchester,Apartment,Private room,2,1,1,Real Bed,19,204.28,72.07,t,flexible,f,79.83,t,1,1.414213562,14.29265546,1.414213562,5,6
100,1,f,North End,Condominium,Entire home/apt,4,1,1,Real Bed,24,204.28,150,f,moderate,f,325,t,1,2,14.29265546,3.31662479,3,3
100,37,f,East Boston,Apartment,Entire home/apt,3,1,0,Real Bed,33,0,100,f,moderate,f,147.36,t,6.08276253,1.732050808,0,1,3,1
40,2,t,Fenway,Apartment,Entire home/apt,4,1,2,Real Bed,27,100,80,f,strict_14_with_grace_period,f,252.37,f,1.414213562,2,10,6.08276253,2,4
100,1,f,Beacon Hill,Apartment,Entire home/apt,2,1,1,Real Bed,17,0,65,t,flexible,f,240.33,t,1,1.414213562,0,1.414213562,3,6
99,1070,f,South Boston,Apartment,Entire home/apt,3,2,2,Real Bed,34,400,110,t,strict_14_with_grace_period,f,526.89,f,32.71085447,1.732050808,20,3.31662479,7,5
93,528,f,Chinatown,Apartment,Entire home/apt,3,1,0,Real Bed,35,0,110,f,strict_14_with_grace_period,f,422.7,f,22.97825059,1.732050808,0,1,2,7
100,3,f,Hyde Park,House,Private room,2,1,1,Real Bed,32,204.28,20,f,strict_14_with_grace_period,f,80.25,f,1.732050808,1.414213562,14.29265546,4.472135955,4,1
100,21,f,West Roxbury,House,Private room,4,2.5,1,Real Bed,26,0,30,f,strict_14_with_grace_period,f,70.19,f,4.582575695,2,0,6.633249581,4,1
78,1,t,Jamaica Plain,House,Entire home/apt,12,2,4,Real Bed,35,200,85,f,flexible,f,400,f,1,3.464101615,14.14213562,5.830951895,3,2
100,2,t,Roslindale,Apartment,Private room,2,1,1,Real Bed,27,0,30,t,strict_14_with_grace_period,f,66.26,t,1.414213562,1.414213562,0,3.872983346,5,1
100,6,f,Charlestown,Bed and breakfast,Private room,1,1,1,Real Bed,16,0,0,t,moderate,f,300.7,t,2.449489743,1,0,2,5,6
100,8,f,Brighton,Apartment,Private room,1,1,1,Real Bed,23,0,20,t,moderate,f,48.28,f,2.828427125,1,0,3.872983346,5,6
98,24,t,Dorchester,Serviced apartment,Entire home/apt,7,1,3,Real Bed,26,100,175,t,strict_14_with_grace_period,f,183.46,f,4.898979486,2.645751311,10,7.071067812,6,3
95,91,f,South Boston,Apartment,Private room,2,1,0,Real Bed,15,0,0,f,strict_14_with_grace_period,f,144,f,9.539392014,1.414213562,0,1.414213562,4,6
98,441,t,Jamaica Plain,Other,Entire home/apt,3,1,1,Real Bed,30,0,100,f,moderate,t,295.18,t,21,1.732050808,0,1,1,7
85,7,f,South Boston,Condominium,Private room,1,1,1,Real Bed,23,150,75,f,strict_14_with_grace_period,f,125,t,2.645751311,1,12.24744871,5.477225575,4,6
100,1,f,Jamaica Plain,Apartment,Entire home/apt,2,1,1,Real Bed,28,204.28,50,t,flexible,f,150.25,t,1,1.414213562,14.29265546,3.16227766,3,6
100,21,f,West Roxbury,House,Private room,4,2.5,1,Real Bed,27,0,30,t,strict_14_with_grace_period,f,58.82,f,4.582575695,2,0,7.810249676,4,1
100,9,f,Brighton,Apartment,Private room,1,1,1,Real Bed,11,300,60,f,strict_14_with_grace_period,f,45.72,t,3,1,17.32050808,2.449489743,4,6
76,114,f,South Boston,Serviced apartment,Entire home/apt,5,2,2,Real Bed,28,0,100,f,strict_14_with_grace_period,f,531.62,t,10.67707825,2.236067977,0,1,2,7
100,3,f,Dorchester,Apartment,Entire home/apt,6,1,3,Real Bed,34,0,30,f,moderate,f,140,t,1.732050808,2.449489743,0,2.828427125,3,3
98,441,t,Chinatown,Other,Entire home/apt,5,2,2,Real Bed,35,204.28,100,f,moderate,t,545.16,f,21,2.236067977,14.29265546,5.196152423,1,7
100,19,f,West End,Apartment,Entire home/apt,4,2,2,Real Bed,26,204.28,72.07,f,strict_14_with_grace_period,f,302.25,t,4.358898944,2,14.29265546,1.732050808,2,3
99,1070,f,South End,Apartment,Entire home/apt,4,1.5,2,Real Bed,32,400,110,t,strict_14_with_grace_period,f,259.4,f,32.71085447,2,20,2.449489743,7,5
100,19,t,South End,Apartment,Entire home/apt,2,1,0,Real Bed,15,204.28,72.07,t,strict_14_with_grace_period,f,171.12,f,4.358898944,1.414213562,14.29265546,5.196152423,6,6
70,1,t,South End,Apartment,Entire home/apt,2,1,1,Real Bed,40,204.28,50,f,moderate,f,257.12,f,1,1.414213562,14.29265546,7.681145748,1,1
99,1070,f,Allston,Apartment,Entire home/apt,4,2,2,Real Bed,35,400,110,t,strict_14_with_grace_period,f,283.59,f,32.71085447,2,20,4.582575695,7,5
100,6,t,South End,Apartment,Entire home/apt,5,1.5,3,Real Bed,32,600,190,f,moderate,f,416.9,t,2.449489743,2.236067977,24.49489743,2.828427125,1,3
97,23,t,Back Bay,Apartment,Entire home/apt,4,1,1,Real Bed,14,200,85,t,strict_14_with_grace_period,f,259.57,t,4.795831523,2,14.14213562,1,6,6
70,1,t,Charlestown,Apartment,Entire home/apt,4,1,1,Real Bed,23,204.28,72.07,f,moderate,f,211.71,f,1,2,14.29265546,4.795831523,1,6
100,2,t,Mission Hill,Apartment,Private room,3,1,1,Real Bed,11,204.28,5,f,strict_14_with_grace_period,f,29.25,f,1.414213562,1.732050808,14.29265546,4.582575695,4,6
100,6,f,Allston,Apartment,Entire home/apt,2,1,0,Real Bed,35,400,95,t,strict_14_with_grace_period,f,257.33,f,2.449489743,1.414213562,20,2.236067977,6,6
80,5,f,Allston,Condominium,Private room,3,1,1,Real Bed,22,500,50,f,strict_14_with_grace_period,f,250,t,2.236067977,1.732050808,22.36067977,1,4,6
99,1070,f,Downtown,Apartment,Entire home/apt,4,1,2,Real Bed,32,400,110,t,strict_14_with_grace_period,f,505.67,f,32.71085447,2,20,3.872983346,7,5
29,1,f,South Boston,Apartment,Entire home/apt,1,1,1,Real Bed,17,0,85,f,flexible,f,119.97,f,1,1,0,4.123105626,3,4
100,1,t,North End,Apartment,Entire home/apt,3,1,1,Real Bed,35,0,64,f,moderate,f,252.7,t,1,1.732050808,0,6.08276253,1,1
100,3,f,Roxbury,House,Shared room,1,2,1,Real Bed,9,204.28,72.07,t,flexible,f,69.48,t,1.732050808,1,14.29265546,1,4,6
99,8,f,Downtown,Apartment,Entire home/apt,3,1,1,Real Bed,44,200,100,t,strict_14_with_grace_period,f,244.64,f,2.828427125,1.732050808,14.14213562,3.16227766,6,1
70,2,f,Back Bay,Apartment,Entire home/apt,2,1,1,Real Bed,21,500,100,t,flexible,f,200.11,t,1.414213562,1.414213562,22.36067977,3.31662479,3,6
100,1,t,South Boston,House,Entire home/apt,6,2.5,4,Real Bed,44,200,125,f,moderate,f,374.52,t,1,2.449489743,14.14213562,9.327379053,1,3
99,1070,f,Downtown,Apartment,Entire home/apt,6,2,3,Real Bed,32,400,130,t,strict_14_with_grace_period,f,587.89,f,32.71085447,2.449489743,20,5.744562647,7,5
99,1070,f,Downtown,Apartment,Entire home/apt,2,1,1,Real Bed,31,400,92,t,strict_14_with_grace_period,f,474.2,f,32.71085447,1.414213562,20,2.449489743,7,5
100,1,t,East Boston,Apartment,Private room,2,1,1,Real Bed,15,100,20,f,flexible,f,70.8,f,1,1.414213562,10,4.242640687,4,6
100,3,t,South End,Condominium,Entire home/apt,2,1,1,Real Bed,38,0,95,t,strict_14_with_grace_period,f,426.65,t,1.732050808,1.414213562,0,4.69041576,6,1
93,528,f,South End,Apartment,Entire home/apt,5,2,0,Real Bed,17,0,100,f,flexible,f,576.54,t,22.97825059,2.236067977,0,1.732050808,3,7
99,1070,f,Fenway,Apartment,Entire home/apt,4,2,2,Real Bed,33,400,110,t,strict_14_with_grace_period,f,380.64,t,32.71085447,2,20,3,7,5
100,45,f,South Boston,Apartment,Entire home/apt,3,1,1,Real Bed,14,150,35,t,strict_14_with_grace_period,f,230.09,f,6.708203932,1.732050808,12.24744871,6.403124237,6,6
100,10,f,Beacon Hill,Apartment,Entire home/apt,2,1,0,Real Bed,17,0,115,t,moderate,f,138.16,f,3.16227766,1.414213562,0,1.732050808,3,6
33,1,t,Dorchester,Apartment,Entire home/apt,2,1,1,Real Bed,25,0,75,f,flexible,f,189,t,1,1.414213562,0,1.414213562,3,4
95,91,f,South Boston,Apartment,Entire home/apt,2,1,1,Real Bed,31,500,105,f,strict_14_with_grace_period,f,107.3,t,9.539392014,1.414213562,22.36067977,1,2,6
100,5,t,Roxbury,House,Private room,1,1,1,Real Bed,21,204.28,72.07,f,strict_14_with_grace_period,t,67,t,2.236067977,1,14.29265546,5.916079783,1,6
93,528,f,Chinatown,Apartment,Entire home/apt,3,2,2,Real Bed,27,0,100,f,strict_14_with_grace_period,f,534.69,t,22.97825059,1.732050808,0,1,2,7
100,1,t,East Boston,House,Private room,2,1,1,Real Bed,26,0,90,f,strict_14_with_grace_period,f,113.04,t,1,1.414213562,0,8.246211251,5,1
100,36,f,South End,Apartment,Entire home/apt,4,1,1,Real Bed,33,0,30,f,strict_14_with_grace_period,f,221.08,f,6,2,0,4.795831523,2,1
99,1070,f,Downtown,Apartment,Entire home/apt,4,1,2,Real Bed,30,400,110,t,strict_14_with_grace_period,f,527.94,f,32.71085447,2,20,3.872983346,7,5
100,37,f,Back Bay,Serviced apartment,Entire home/apt,3,1,1,Real Bed,34,0,100,f,flexible,f,299.04,f,6.08276253,1.732050808,0,2.645751311,3,1
100,3,f,Beacon Hill,Apartment,Private room,2,1,1,Real Bed,16,180,100,f,strict_14_with_grace_period,f,214.25,f,1.732050808,1.414213562,13.41640786,2,4,6
98,1609,t,Back Bay,Apartment,Entire home/apt,3,1,1,Real Bed,26,0,139,t,strict_14_with_grace_period,f,321.14,t,40.11234224,1.732050808,0,1.414213562,7,5
99,1070,f,Back Bay,Apartment,Entire home/apt,2,1,0,Real Bed,29,400,95,t,strict_14_with_grace_period,f,213.69,f,32.71085447,1.414213562,20,7.615773106,7,5
80,2,t,Downtown,Apartment,Entire home/apt,4,1,1,Real Bed,16,400,300,t,strict_14_with_grace_period,f,770.42,t,1.414213562,2,20,1,6,7
100,8,f,Brighton,Apartment,Private room,2,1,1,Real Bed,18,0,20,t,flexible,f,50.92,f,2.828427125,1.414213562,0,4.472135955,5,6
89,51,f,South Boston,Apartment,Entire home/apt,2,1,0,Real Bed,31,500,105,f,strict_14_with_grace_period,f,121.73,f,7.141428429,1.414213562,22.36067977,1.414213562,2,6
26,40,f,Downtown,Serviced apartment,Entire home/apt,5,1,1,Real Bed,39,0,0,f,strict_14_with_grace_period,f,500,t,6.32455532,2.236067977,0,1,2,4
100,19,f,West End,Apartment,Entire home/apt,2,1,1,Real Bed,36,204.28,72.07,t,strict_14_with_grace_period,f,208.29,t,4.358898944,1.414213562,14.29265546,1,6,6
100,3,f,East Boston,House,Private room,1,1,1,Real Bed,15,0,0,t,flexible,f,85,f,1.732050808,1,0,1.732050808,5,6
100,2,t,North End,Apartment,Private room,2,1,2,Real Bed,26,200,40,t,moderate,f,78.65,f,1.414213562,1.414213562,14.14213562,3.464101615,5,6
100,3,f,Roslindale,Bed and breakfast,Private room,1,1.5,1,Real Bed,18,100,20,t,flexible,f,55,t,1.732050808,1,10,1.732050808,5,6
100,1,t,Roxbury,Apartment,Entire home/apt,2,1,1,Real Bed,28,250,60,f,flexible,f,139.91,t,1,1.414213562,15.8113883,6.92820323,3,1
100,3,f,Downtown,Loft,Entire home/apt,4,2,1,Real Bed,23,500,100,f,strict_14_with_grace_period,t,426.7,t,1.732050808,2,22.36067977,8.306623863,2,3
99,1070,f,Brighton,Apartment,Entire home/apt,6,1,3,Real Bed,32,400,130,t,strict_14_with_grace_period,f,543.55,f,32.71085447,2.449489743,20,3.741657387,7,5
99,1070,f,Downtown,Apartment,Entire home/apt,2,1,1,Real Bed,31,400,93,t,strict_14_with_grace_period,f,475.3,f,32.71085447,1.414213562,20,3.464101615,7,5
99,1070,f,Allston,Apartment,Entire home/apt,4,2,2,Real Bed,36,400,110,t,strict_14_with_grace_period,f,321.78,f,32.71085447,2,20,2.645751311,7,5
90,1,f,Fenway,Apartment,Entire home/apt,2,1,0,Real Bed,15,204.28,72.07,f,flexible,f,180.67,f,1,1.414213562,14.29265546,2.449489743,3,6
100,18,f,Dorchester,House,Private room,5,2,1,Real Bed,36,150,40,t,moderate,f,259.41,t,4.242640687,2.236067977,12.24744871,3.31662479,5,3
0,1,t,Charlestown,House,Private room,2,2,1,Real Bed,27,204.28,72.07,t,flexible,f,125.28,f,1,1.414213562,14.29265546,2.645751311,5,4
89,5,f,Jamaica Plain,Condominium,Private room,1,1,1,Real Bed,39,204.28,25,f,strict_14_with_grace_period,f,65,t,2.236067977,1,14.29265546,3.16227766,4,1
100,2,t,Mattapan,Townhouse,Entire home/apt,6,1,3,Real Bed,42,250,65,f,moderate,f,170,f,1.414213562,2.449489743,15.8113883,6.08276253,1,3
100,1,t,Jamaica Plain,House,Private room,2,1,1,Real Bed,33,0,0,f,moderate,f,96.42,t,1,1.414213562,0,5.656854249,1,1
98,24,t,Jamaica Plain,Serviced apartment,Entire home/apt,6,1,2,Real Bed,59,100,150,t,strict_14_with_grace_period,f,196.92,f,4.898979486,2.449489743,10,5.291502622,6,3
100,36,f,South End,Apartment,Entire home/apt,4,1,1,Real Bed,30,0,30,f,strict_14_with_grace_period,f,159.52,f,6,2,0,5.744562647,2,1
80,2,f,Dorchester,Apartment,Private room,2,1,1,Real Bed,32,0,10,f,strict_14_with_grace_period,f,70.48,f,1.414213562,1.414213562,0,7,4,1
90,10,t,Dorchester,House,Private room,2,2,2,Real Bed,34,100,25,f,moderate,t,66.53,f,3.16227766,1.414213562,10,7.810249676,1,1
100,3,f,East Boston,Guest suite,Entire home/apt,2,1,1,Real Bed,20,200,45,t,moderate,f,75,f,1.732050808,1.414213562,14.14213562,8.485281374,3,1
95,91,f,South End,Apartment,Entire home/apt,2,1,0,Real Bed,31,0,0,f,strict_14_with_grace_period,f,105,f,9.539392014,1.414213562,0,2,2,1
100,18,f,Dorchester,House,Private room,4,2,1,Real Bed,44,150,45,t,moderate,f,224.79,f,4.242640687,2,12.24744871,7.937253933,5,1
100,39,f,Downtown,Apartment,Private room,3,1,0,Real Bed,6,300,55,t,strict_14_with_grace_period,f,273.57,f,6.244997998,1.732050808,17.32050808,2,5,6
99,1070,f,Allston,Apartment,Entire home/apt,2,1,1,Real Bed,34,400,82,t,strict_14_with_grace_period,f,489.07,f,32.71085447,1.414213562,20,3.872983346,7,5
100,5,f,South End,Condominium,Private room,1,1,1,Real Bed,37,300,70,t,strict_14_with_grace_period,f,172.49,t,2.236067977,1,17.32050808,1.732050808,5,6
100,8,f,Brighton,House,Private room,2,1,1,Real Bed,21,204.28,72.07,f,strict_14_with_grace_period,f,83.55,f,2.828427125,1.414213562,14.29265546,2.828427125,4,6
91,11,f,Allston,Apartment,Entire home/apt,4,1,2,Real Bed,19,0,150,f,flexible,f,216.96,t,3.31662479,2,0,1,3,3
98,1609,t,Downtown,Apartment,Entire home/apt,5,2,2,Real Bed,28,0,139,t,strict_14_with_grace_period,f,403.22,t,40.11234224,2.236067977,0,1,7,5
80,1,f,Dorchester,Townhouse,Entire home/apt,4,1.5,2,Real Bed,20,100,50,f,moderate,f,110.75,f,1,2,10,1,3,6
100,2,t,Jamaica Plain,Apartment,Entire home/apt,6,1,2,Real Bed,29,300,80,f,strict_14_with_grace_period,f,243.77,t,1.414213562,2.449489743,17.32050808,4.69041576,2,3
100,14,f,Downtown,Apartment,Entire home/apt,3,1,0,Real Bed,23,200,90,t,strict_14_with_grace_period,f,179.3,f,3.741657387,1.732050808,14.14213562,12.84523258,6,1
99,1070,f,Back Bay,Apartment,Entire home/apt,2,1,1,Real Bed,29,400,94,t,strict_14_with_grace_period,f,217.13,f,32.71085447,1.414213562,20,6.782329983,7,5
90,10,t,Dorchester,House,Private room,2,1,1,Real Bed,21,100,80,f,moderate,t,75,f,3.16227766,1.414213562,10,9.643650761,1,1
100,2,t,Jamaica Plain,Apartment,Private room,1,1,1,Real Bed,16,0,50,f,strict_14_with_grace_period,f,79.7,t,1.414213562,1,0,1.732050808,4,6
99,1070,f,Downtown,Apartment,Entire home/apt,2,1,0,Real Bed,31,400,95,t,strict_14_with_grace_period,f,469.22,f,32.71085447,1.414213562,20,4,7,5
99,1070,f,Chinatown,Apartment,Entire home/apt,2,1,0,Real Bed,31,400,91,t,strict_14_with_grace_period,f,472.56,t,32.71085447,1.414213562,20,3.605551275,7,5
99,1070,f,Downtown,Apartment,Entire home/apt,4,1,2,Real Bed,32,400,110,t,strict_14_with_grace_period,f,505.12,f,32.71085447,2,20,3.464101615,7,5
93,29,t,Back Bay,Apartment,Entire home/apt,4,1,1,Real Bed,31,0,70,t,super_strict_30,f,220.67,f,5.385164807,2,0,5.477225575,6,1
100,8,f,Brighton,House,Private room,1,1,1,Real Bed,21,0,0,f,strict_14_with_grace_period,f,83.55,t,2.828427125,1,0,5.656854249,4,1
100,38,f,Allston,Apartment,Private room,2,2,1,Real Bed,31,0,70,t,strict_14_with_grace_period,f,344.8,f,6.164414003,1.414213562,0,3.31662479,5,1
99,750,f,Downtown,Apartment,Entire home/apt,3,1,1,Real Bed,18,500,89,t,strict,t,221.78,f,27.38612788,1.732050808,22.36067977,4.123105626,7,5
80,3,f,Roxbury,Apartment,Private room,1,1,1,Real Bed,11,204.28,72.07,f,flexible,f,55.43,t,1.732050808,1,14.29265546,1.732050808,4,6
100,9,f,Brighton,House,Private room,1,1,1,Real Bed,14,300,60,f,strict_14_with_grace_period,f,45.88,f,3,1,17.32050808,2.449489743,4,6
100,2,f,Beacon Hill,Apartment,Entire home/apt,2,1,1,Airbed,27,204.28,50,t,strict_14_with_grace_period,f,223.08,f,1.414213562,1.414213562,14.29265546,1.732050808,6,6
100,1,f,Dorchester,Apartment,Entire home/apt,2,1,1,Real Bed,13,204.28,72.07,f,flexible,f,53.93,t,1,1.414213562,14.29265546,1.414213562,3,6
100,1,t,South Boston,Apartment,Entire home/apt,2,1,1,Real Bed,21,204.28,30,t,strict_14_with_grace_period,f,312.71,t,1,1.414213562,14.29265546,3,6,6
99,25,f,West End,Apartment,Private room,2,1,1,Real Bed,19,204.28,60,f,strict_14_with_grace_period,f,136.75,t,5,1.414213562,14.29265546,7.810249676,4,6
100,11,t,South End,Apartment,Entire home/apt,4,1,1,Real Bed,17,204.28,125,f,strict_14_with_grace_period,f,196.51,t,3.31662479,2,14.29265546,7.745966692,2,3
99,1070,f,Downtown,Apartment,Entire home/apt,4,1,2,Real Bed,32,400,110,t,strict_14_with_grace_period,f,506,f,32.71085447,2,20,4.69041576,7,5
100,1,f,Allston,Apartment,Private room,2,1.5,1,Real Bed,15,0,0,f,flexible,f,81.66,f,1,1.414213562,0,2,4,6
99,1070,f,Chinatown,Apartment,Entire home/apt,4,2,2,Real Bed,31,400,110,t,strict_14_with_grace_period,f,514.26,f,32.71085447,2,20,2.645751311,7,5
95,91,f,Beacon Hill,Apartment,Entire home/apt,2,1,0,Real Bed,35,500,105,t,strict_14_with_grace_period,f,184.09,f,9.539392014,1.414213562,22.36067977,4.472135955,6,6
98,1751,f,West End,Apartment,Entire home/apt,5,2,2,Real Bed,36,0,119,t,strict_14_with_grace_period,f,430.98,f,41.84495191,2.236067977,0,3.31662479,7,5
100,21,f,West Roxbury,House,Private room,3,3.5,1,Real Bed,13,0,30,f,strict_14_with_grace_period,f,68.36,f,4.582575695,1.732050808,0,8.306623863,4,1
80,1,t,Back Bay,Apartment,Entire home/apt,4,1,2,Real Bed,25,204.28,72.07,f,strict_14_with_grace_period,f,196.73,t,1,2,14.29265546,1.732050808,2,3
95,91,f,South Boston,Apartment,Entire home/apt,4,1,1,Real Bed,31,500,105,f,strict_14_with_grace_period,f,114.9,f,9.539392014,2,22.36067977,2.236067977,2,3
100,1,t,Roxbury,Loft,Entire home/apt,5,1,1,Real Bed,43,0,40,f,strict_14_with_grace_period,f,200,t,1,2.236067977,0,4.472135955,1,1
100,5,f,Dorchester,Apartment,Private room,2,1,1,Real Bed,15,204.28,45,t,flexible,f,65,t,2.236067977,1.414213562,14.29265546,2.645751311,5,6
93,528,f,Mission Hill,Apartment,Entire home/apt,5,1,2,Real Bed,27,0,100,f,strict_14_with_grace_period,f,479.31,f,22.97825059,2.236067977,0,1.414213562,2,7
100,1,f,South Boston,Apartment,Entire home/apt,2,1,0,Real Bed,20,300,30,f,moderate,f,150,t,1,1.414213562,17.32050808,5.099019514,3,6
